reviewId,app_name,request_type,aspect,evidence_sentence,score,is_true_positive,correct_aspect,notes
3f17e90c-6084-4e73-8754-6b7274a717be,صلاتك Salatuk (Prayer time),absence,reminders_adhan,Cuz some one decided to ruin it for us by forcing the notification which activates the phone alarm with every azan & there is no setting to deactivate the link of the application with the phone alarm,1,,,
3a96f72f-2498-4f10-9933-fd7c813b038a,Athan: Prayer Times & Al Quran,absence,,And it doesn't have many option for settings.,4,,,
e7abbfd9-063b-4841-9e13-30f8063d4cbe,Athan: Prayer Times & Al Quran,absence,monetization,Never seen such a perfect app which gives so much features without any premium membership,5,,,
abb795d2-5fb6-4429-bc90-afa51206357e,"Wemu: WeMuslim, Athan&Qibla",absence,quran_audio,"The app is perfect,but can you please put tafsir aya in Arabic please, when i search for explanation i didn't find,so i downloaded another app for tafsir so i used the both app Instead of using one app",4,,,
ee897369-796d-4bae-8bca-ba96ed4e32c4,Muslim Pro: Quran Athan Prayer,absence,,The final straw is for the last day they want you to accept all options and consent to over 100 providers and there is no way you can move forward with simply accepting legitimate interest.,1,,,
657351b9-772e-4885-a92a-e3a2eb0ab2d8,Muslim Pro: Quran Athan Prayer,absence,reminders_adhan,"It could become excellent if it can have a feature to ""put the phone on silent mode for a predetermined time before and after Salaat"" so that there is no disturbance in Salaat.",4,,,
48b80064-acf9-40a0-83ac-083e019aa232,Everyday Muslim - Pray tracker,absence,women_period,Doesn't have an option to choose between male and female though,5,,,
388f6d49-da00-4020-b250-4b6dd66becad,Muslim Bangla Quran Hadith Dua,absence,,"Really it's a exceptional app I ever seen,I want to suggest that add many other Arabic classical book as like as fiqh-hul-lugat ,Efajatun-nahob and the book which are not available in Bangladesh.....Thank You Very Much.",5,,,
17444f3c-bb77-4cd7-a5af-30917586f66a,صلاتك Salatuk (Prayer time),absence,widgets,"In HTC, compass not working, widget not available.",3,,,
e6b9b813-1a36-42d7-89cc-3adaa4c3bcc6,Muslim Pro: Quran Athan Prayer,absence,reminders_adhan,There is no assala tu khairum minan naom in fajars azan.,5,,,
216282da-1fd7-4a86-9c01-2408d1cf73f7,Deen - Islamic App,absence,reminders_adhan,Very impressive app But prayer notification are not available,5,,,
ed5e7a26-d256-4cfe-8150-bf667e77e347,Muslim Pro: Quran Athan Prayer,absence,reminders_adhan,"Every fortnight something other then issues crops up, really misses azaan time even refresh and setting update it won't work at all, I'm loosing interest in this app after necessary updating and getting some tips from the Muslim pro I'm finding it very helpful and serving my purpose without any glitch, i strongly recommend to fellow Muslims to use Muslim pro.",5,,,
7b2011e3-4c9a-481b-81e6-04a38f909337,Deen - Islamic App,absence,ads_intrusive,"This app doesn't have any ad's , that's what I like the most .",5,,,
b3e2467b-5dc8-440f-a5a0-9e899e581478,Prayer Times - Qibla & Namaz,absence,reminders_adhan,"but in my brother phone there is no sound of Azan in vivo, samsung Now today after update Azan and its notification has stoped in my phone also.",5,,,
8cc22739-2527-4c2f-b9e4-46ef197cd71f,Muslim Pro: Quran Athan Prayer,absence,monetization,i purchased lifetime membership long ago and now they have started showing me ads membership cancellation without any itnimation.,1,,,
e154268e-49a5-4314-8e36-7c1080acc676,"Muslims Day-Prayer, Quran, Dua",absence,women_period,"No matter how much I appreciate this app, it will be less...There is no better app than this app for those who pray regularly and want to spend their leisure time in the way of Allah.Every Muslim brother and sister should have this useful app installed on their phone Especially for me...",5,,,
661110f9-0e93-4c21-b8c8-ed2e873b845f,Muslim Pro: Quran Athan Prayer,absence,quran_audio,The app is awesome i love it without any doubt but can you possibly make the duas in other languages just like you did with the Qur'an preferably in spanish and can you add a Shia Mode that will tell you shia duas and shia prayer times thanks,5,,,
a2bca3c6-bad8-4589-910b-ea9898744f74,Muslim Pro: Quran Athan Prayer,absence,qibla,it came in use for our holiday and we were glad that we did not have to be unsure of where qibla is.,5,,,
95aabfa5-9e60-4728-b217-9efcabac3696,Muslim Pro: Quran Athan Prayer,absence,,Or is it that the app is not available for gionee s10 lite or what??,1,,,
6f9ac65a-b45a-4764-a94a-9ead42c2bb7d,Pillars: Prayer Times & Qibla,absence,ads_intrusive,It has all the functions one would need and it has no ads!,5,,,
5ff25e92-1d5d-4bdc-90bd-2b8c99d05581,صلاتك Salatuk (Prayer time),churn,reminders_adhan,Ok I have been using this for many years but this year I wanted to use the alarms and I set it for 1 hour befor fajr and I put the bird noise as the alarm but when time does come It just sends me a text also the kibla finder is another problem as I used it in my house and it showed me the wrong direction by 90 degrees I dont advise you use the compass as it most likely will give you the wrong direction In the end I would say that they better fix up or many people will start uninstalling,4,,,
9b28fa71-c2e5-4e89-aa1f-e3d1b482d80d,Muslim Pro: Quran Athan Prayer,churn,reminders_adhan,I have uninstalled and installed this app so many times but my adhan doesn't work.,3,,,
3768369c-96e9-42f3-b986-aecdabaca74a,Muslim Pro: Quran Athan Prayer,churn,privacy_data,Data jual sama amarika.done uninstall,1,,,
6dc0d217-33ac-4aeb-8084-440304715797,Muslim Pro: Quran Athan Prayer,churn,,so I'm uninstalling,1,,,
62f6f0aa-2de7-43d5-a2a7-aabfc8566dbc,صلاتك Salatuk (Prayer time),churn,,Now I had to uninstall because it has done something to the phone to the point that it feels like a virus was introduced.,1,,,
5d3cbe41-9ab3-4acc-b7bf-e5fa2c24644b,Muslim Pro: Quran Athan Prayer,churn,ads_intrusive,I am sorry but I have uninstalled and switch to different app just because of this bombarding of ads on your app.,1,,,
c72e965a-4c6e-4a81-a9a0-e91dd05203d4,صلاتك Salatuk (Prayer time),churn,companion_hardware,"Excellent MashaALLAH but why did u change the settings of turn the device screen to mute the athan Unfortunately after using this app for a loooong time this new update ruined it I can't fix it in anyway so I have to uninstall it I installed it again but still not like before The widget is not working not taking the time of my city I understand u need to make updates,",3,,,
2119a992-0318-4a41-8da3-c5bc4b3a07a7,Muslim Pro: Quran Athan Prayer,churn,,I will uninstall.,1,,,
5ee16f7a-a706-4b2c-926d-0e71e94edf31,Muslim Pro: Quran Athan Prayer,churn,,Everyone uninstall this app immediately!!!,1,,,
363d49a9-0502-413c-b385-c5da258484bf,Muslim Pro: Quran Athan Prayer,churn,,saya coba install dan uninstall applikasi masih juga belum solve masalahnya,1,,,
6e283028-d9a2-4207-815a-10bf3402a546,Muslim Pro: Quran Athan Prayer,churn,,"Since 7 years of using it, im deleting this app.",2,,,
37c07c9d-6bba-460d-9658-f7ceb41f89fd,Athan: Prayer Times & Al Quran,churn,stability_bugs,"I've tried to uninstall and reinstall, clear cache and clear data but still not working.",3,,,
799f6eda-8609-4f04-ac6d-e0392d6c6b15,Muslim Pro: Quran Athan Prayer,churn,,I never accept and redha what happen now in syria..im uninstalled it.,1,,,
7e781c01-2d2e-4bcd-b21e-bf9503b21966,Muslim Pro: Quran Athan Prayer,churn,privacy_data,"This app is sending data to US military, uninstalled!!",1,,,
59f59ef7-eead-45ed-a73b-fc09c7a573e2,Muslim Pro: Quran Athan Prayer,churn,,Please new users uninstall and don't pay,1,,,
03b994e2-3ad3-499c-a318-12e7ebc46a32,Muslim Pro: Quran Athan Prayer,churn,privacy_data,Everyone delete it now they sell your data,5,,,
815d1a22-bd07-43a3-9d5b-a93c6d8e2bee,Muslim Pro: Quran Athan Prayer,churn,tracker_score,Please uninstall all the major such Apps from America and Europe report everyone,1,,,
5d2ecde8-9d03-4f3e-824a-7adc72548b9a,Muslim Pro: Quran Athan Prayer,churn,privacy_data,Uninstall immediately after heard they share our data to other third parties.,1,,,
214f017e-49b5-4415-9492-4820ec8e3f98,Prayer Times - Qibla & Namaz,churn,,"I have uninstalled and then again reinstalled it,",5,,,
d9439afe-fe2a-4ab9-a096-862f8b19c564,Muslim Pro: Quran Athan Prayer,churn,,Uninstalled and would not recommend at all,1,,,
ad68e832-60d4-4355-8a91-8c1ac3cc3075,Muslim Pro: Quran Athan Prayer,churn,monetization,I uninstalled & reinstalled the app & it did not reconize rhat i paid alrwady.,1,,,
66b94042-f28b-4e64-847e-7563efa154d2,Muslim Pro: Quran Athan Prayer,churn,,I have uninstalled it and used another more stable one .,1,,,
43e89277-661e-45bb-9f59-fed5cafad793,Muslim Pro: Quran Athan Prayer,churn,,Many will need to uninstall the Aps and switch to other Aps such as * MuslimMate & others *.,1,,,
b8f9e624-ddc4-4efe-9fd4-933a45574a40,Muslim Pro: Quran Athan Prayer,churn,privacy_data,"A.a, Brother's and sister's delete this app and rate one star to help each other to remove this app from playstore as this is selling our data to us military.See ""Vice"" report",1,,,
2bef0a8a-5b2d-4658-850c-a368a95cf6f4,Muslim Pro: Quran Athan Prayer,churn,,Please uninstall immediately.,1,,,
f9efadd8-61bc-48d0-bb4e-2497eecfe8b9,Muslim Pro: Quran Athan Prayer,churn,prayer_times_accuracy,I had installed and uninstalled several prayer time apps but this happens to be the best in all ramifications!,5,,,
b160c347-4279-4896-8315-91c1e5f69c2a,Muslim Pro: Quran Athan Prayer,churn,stability_bugs,Totally ridiculous full of ads subscription but also not work properly many bugs glitches delete it now.,1,,,
cfb1bab2-cea8-4ca7-8364-538dfeb9d936,Muslim Pro: Quran Athan Prayer,churn,,Keeps on deleting it since this update ever time,1,,,
0b419c40-f20a-4e5b-a11d-0c6d67eafff0,"Muslims Day-Prayer, Quran, Dua",churn,,This apps is a very important companion from waking up to going back to sleep..May Allah give a good exchange to all those involved with it,5,,,
991dfa27-731e-4ffa-84a4-88442e593dd7,Muslim Pro: Quran Athan Prayer,churn,,Uninstall and install previous working version and never update again.,3,,,
d46d0134-da4e-45b8-b961-60a82e50f85a,Muslim Pro: Quran Athan Prayer,churn,,I am uninstall this apps after knowing that the developer is not Muslim.,3,,,
b5a02815-79a3-4096-bfde-660b8d14a88a,Muslim Pro: Quran Athan Prayer,churn,,Uninstalling for now.,1,,,
591919ef-f814-43cd-b16d-e9a48cc5b1a0,Muslim Pro: Quran Athan Prayer,churn,,Not happy with the update at all...I think everyone should find a alternative & uninstall this.,1,,,
a5a04a57-720b-4465-a75d-44eb427b1141,Muslim Pro: Quran Athan Prayer,churn,,Delete it immediately!!!,1,,,
1fbe1b8d-55a9-4f7d-a8ee-4f0d12baad70,Muslim Pro: Quran Athan Prayer,churn,,I uninstalled the app.,3,,,
526b1506-67fc-4231-9b0f-9a266a12c7d3,Muslim Pro: Quran Athan Prayer,churn,privacy_data,"After receiving the last news on how the developer is selling our data to US military, I feel betrayed, even I have nothing to hide but I will uninstall the app from my phone",1,,,
3ab8c7d5-d5a4-4304-b2d6-cff3f10ddb36,Muslim Pro: Quran Athan Prayer,churn,,It just keeps switching to the next one at the end..,3,,,
f9912183-f798-42f4-bc10-0a6b9c1f2e00,Muslim Pro: Quran Athan Prayer,churn,,I have tried uninstalling/installing method but it still won't work.,3,,,
cea68280-391b-4aa3-9c8f-b73c230415aa,Athan: Prayer Times & Al Quran,churn,,Resolved this by uninstalling the app and reinstalling again.,4,,,
0f080cf2-a311-49e9-9612-54087332e7d8,Muslim Pro: Quran Athan Prayer,churn,privacy_data,"You sold our data, we gonna uninstall this app.",1,,,
b2800bf9-cac8-4bde-bcd3-64f2666cc669,Muslim Bangla Quran Hadith Dua,preference,,The best app that I've ever got.Masa Allah.Authority is such a genius.,5,,,
5cc953fb-ec04-4030-9580-6d23b6f260a3,"Muslims Day-Prayer, Quran, Dua",preference,,"It is a Best app for Muslim,who want to stay his life on Islamic a,mal.",5,,,
89ca4b25-af60-470b-ba59-8587af245228,Muslim Pro: Quran Athan Prayer,preference,,One of the best app for all the Islamic content!!,5,,,
b485c6ed-e162-4dab-b21e-00b5af713120,Deen - Islamic App,preference,,I would thank the builders and maintaining team and all of the people who's effort made this app one of the best app for the muslim ummah.,5,,,
47dcb3bd-2176-4148-bbd3-00162a8cb94f,Deen - Islamic App,preference,,Best app for all Muslims.,5,,,
322ef4a3-18cd-46f8-82a9-663e97c93779,Deen - Islamic App,preference,prayer_times_accuracy,Best app for namaz time,5,,,
435a354a-b1fc-43ff-b62e-6e452623687c,Athan: Prayer Times & Al Quran,preference,,Best app that I have ever seen,5,,,
24e0f63b-034c-40fb-8edd-ec2e3598913e,"Sadiq: Prayer, Quran, Qibla",preference,ui_design,"Top Class Customization, various themes, Smooth UI, accurate timing, although the best app for Muslims",5,,,
09252835-b7b2-4528-8480-8f77a934b464,Prayer Times - Qibla & Namaz,preference,reminders_adhan,Best app that help to make routine and alert for parayer,5,,,
007e2cf1-f54a-4eb1-8e0c-f9e427a53029,Prayer Times - Qibla & Namaz,preference,,Best app for prayer times,5,,,
e286d526-03bf-4fb5-ae83-e0bcc34eff55,صلاتك Salatuk (Prayer time),preference,,At all this is the best app for me,5,,,
a883bbc3-5077-49f3-9596-1cbcb26c97bb,Prayer Times - Qibla & Namaz,preference,prayer_times_accuracy,Information of namaz time table easily available and this is the best app for Salah times,5,,,
4f1c8d80-d308-4c72-bb55-8a036f25f620,صلاتك Salatuk (Prayer time),preference,reminders_adhan,"it's always the best app for athan for me , been using it for like 2 years works great ,",5,,,
40bac18a-e44b-4cc6-8fdd-21c8d4d6f123,"Muslims Day-Prayer, Quran, Dua",preference,quran_audio,"best app for prayer time, Sahri Iftar time, Quran, Dua and islamic knowledge.",5,,,
f00c39c8-487e-4cb9-be82-ace9d0b0c4bf,Muslim Pro: Quran Athan Prayer,preference,,ONE OF THE BEST APP FOR ALL MUSLIM'S AROUND THE WORLD,5,,,
3bd6925d-7f86-4720-9874-437efd4c61b9,صلاتك Salatuk (Prayer time),preference,,It is a best app for Muslim,5,,,
7e7ec555-cc9e-4acf-9481-f5046caa5384,Athan: Prayer Times & Al Quran,preference,,It is like the best app for a Muslim,5,,,
be952e56-579f-4cdd-942b-5bce754d3add,Prayer Times - Qibla & Namaz,preference,adhkar,"This is the best app for Namaz timing, Learning Quran,Masnoon Dua, Calculate the Qaza Namaz and Qaza Roza.",4,,,
9d70951c-2dd4-4b13-85e2-d7e68790fd6e,Muslim Pro: Quran Athan Prayer,preference,,Best app for muslim and iam muslim best app also!,5,,,
c85e785f-a005-4f07-a598-185a9e028d5c,Muslim Pro: Quran Athan Prayer,preference,,It's best app for Muslims.,5,,,
9c276dac-3446-49f8-a1cc-504eb61e8012,Prayer Times - Qibla & Namaz,preference,,All these features makes it a best app that a Muslim should have it in his mobile,5,,,
90e0fba7-37fa-45ed-9309-89a3d57bdcd9,Muslim Pro: Quran Athan Prayer,preference,,The best app for ever......,5,,,
6e306232-4476-40da-a11a-bed778da3288,Muslim Pro: Quran Athan Prayer,preference,,The best app for the Muslim's,5,,,
af7d4ec8-4e98-4caa-8983-c75b9de0c673,Athan: Prayer Times & Al Quran,preference,adhkar,"Best app for Prayer times / reminder, also I like one best thing about this app is DUA OF THE DAY concept.",5,,,
6ad43c28-9de5-4d41-a9e0-2498263b110a,Muslim Pro: Quran Athan Prayer,preference,quran_audio,"Best app for muslims, messages you when its time to pray, u can read and listen to The Holy Quran, many hadiths and qibla direction plus more....",5,,,
2886282a-7f83-4ecc-9e81-2be41cd763db,Muslim Pro: Quran Athan Prayer,preference,,The Best app that i ever used...thank's,5,,,
9a6d87b7-e0b8-485c-b824-f43013668985,iQIBLA Life,preference,calendar_sync,"The only reason I use it is to sync my ring,",1,,,
d536a7dc-0609-4573-aafd-ddfb38eba82a,Muslim Pro: Quran Athan Prayer,preference,,The best app for prayer times,5,,,
8b878092-23c9-44c4-bc3a-f22ca94e6f8b,Muslim Pro: Quran Athan Prayer,preference,,The only app that has all the right times,5,,,
63a3cd7a-4a10-4f34-9b7a-d0c391a0917b,Muslim Pro: Quran Athan Prayer,preference,,Muslim pro is one of the best app for Islamic Information.,5,,,
f3020157-515b-4a60-8fdf-7ccfc1c8538f,Prayer Times - Qibla & Namaz,preference,,Best app for sakar time,5,,,
b259abc9-984e-491f-9920-39ef9100d13f,Athan: Prayer Times & Al Quran,preference,reminders_adhan,"Best app for adhan timings around the world and much more, new update is very nice",5,,,
614e4226-be5d-4290-b808-9d3466db76ea,Prayer Times - Qibla & Namaz,preference,,Best app for multiple uses.,5,,,
a5704d9e-c38e-4cdc-9a70-e5a5ba9a4d82,Prayer Times and Qibla,preference,prayer_times_accuracy,This prayer time app is better than other apps.,5,,,
dd9ecd7c-602e-41c8-bc1b-6c6eebe49cd7,"Muslims Day-Prayer, Quran, Dua",preference,,"Masha Allah, one of the best app for Islamic guidance.",5,,,
1a45de26-79fb-43e8-8b56-0fd0eaae9c57,Muslim Pro: Quran Athan Prayer,preference,,this app is the best app for so much things about islam.i like it very much.,5,,,
cf1170c6-2b20-4385-b83a-12e54b091e15,Prayer Times - Qibla & Namaz,preference,prayer_times_accuracy,This app is one of best app for prayer time,5,,,
b578809e-bbad-41fd-acc5-fd515ebd5f7b,صلاتك Salatuk (Prayer time),preference,,The best app for islam for muslims,5,,,
62514ced-bffd-4ae6-9f45-618fa5ef31fe,"Muslims Day-Prayer, Quran, Dua",preference,,Best App for Salah timing and Duah,5,,,
5ce16482-11a1-4c71-b376-fe50d93dc06e,Prayer Times - Qibla & Namaz,preference,madhab,Best app for Hanafi prayer timings and zikr n duas,5,,,
dda9dd77-87f1-458d-ae2f-dc1e179bc7fb,صلاتك Salatuk (Prayer time),request,prayer_times_accuracy,"this is the best and more accurate than other praying application, just need more adhan sounds...",5,,,
c81a65b7-3230-4d86-8756-25a6a3da2efc,Pillars: Prayer Times & Qibla,request,quran_audio,"just a small suggestion, can you add daily quran recitation tracker in prayer session?",4,,,
d8d10434-769d-4b36-a521-cd5871119adb,Athan: Prayer Times & Al Quran,request,adhkar,It would be nice if you guys could put in the option of someone reciting them so that people can learn how to recite the duas with precision.,5,,,
95551452-c9bb-438b-82fe-803779fb879c,Muslim Pro: Quran Athan Prayer,request,quran_audio,Please add English Audio Translation within the Arabic Recitation.,4,,,
07ee485b-3142-430d-ab25-3d4ff417309b,Muslim Pro: Quran Athan Prayer,request,,Although I just wanted to point out that we shouldnt be celebrating birthdays so I would suggest removing the birthday message.,4,,,
fb27c9ac-f0b7-46c9-8f2a-012d0e0d6a17,Muslim Pro: Quran Athan Prayer,request,reminders_adhan,Please add custom azan also.,5,,,
fa822a77-0343-4e86-9872-d9ea040d41d5,Prayer Times - Qibla & Namaz,request,companion_hardware,"It's really good for all Muslim, I suggest Evey Muslim to install this amazing app in your device",5,,,
86f6986c-dd57-44a8-9671-e473144da046,Muslim Pro: Quran Athan Prayer,request,,Excellent app need more features,5,,,
c044dbf5-f00d-4b5c-aef1-2af5a1b4bb89,Muslim Pro: Quran Athan Prayer,request,,"need a full quraan, improve plz...",5,,,
cdec3aa8-c958-40f6-9844-193c09824b30,Athan: Prayer Times & Al Quran,request,reminders_adhan,Feature Request: early prayer time notification,3,,,
25970a21-56c3-4697-98bf-8164c31104b3,Muslim Bangla Quran Hadith Dua,request,quran_audio,"Please add the option i spend here,English tafsir",5,,,
ae659dc0-a37d-4a43-bb10-f48f5160cd2f,Prayer Times - Qibla & Namaz,request,,Best app ...but also add the hindi language because the indian are use to easily for every single person request u...jazakallah,5,,,
2577fb25-70f9-4a19-880c-a6dc63302e71,iPray: Prayer Times & Qibla,request,forbidden_times,Exactly what I was looking for BUT please include Sunrise time in your next update.,5,,,
02288975-aa26-4f11-9f9c-11b548f8d7d4,Prayer Times - Qibla & Namaz,request,nafl_times,"Best ever apps i ever seen, only ishraque and chasht namaz time missing,if possible plz add it",5,,,
1959e69a-92b4-4681-a5e8-986063e20fb4,صلاتك Salatuk (Prayer time),request,,Hope you can fix this,4,,,
f0841a4f-dcb1-4944-b009-49f2cfd45224,Muslim Pro: Quran Athan Prayer,request,quran_audio,"It has the Qur'an, prayer times and reminders, Qibla finder, Duas, daily suggestions for Qur'anic verses, Tasbih, requested duas for other brothers and sisters,",5,,,
ce31aa0a-74d7-4873-bcbf-7b8f47e3e179,Muslim Pro: Quran Athan Prayer,request,monetization,I tries to request refund buat decline.,1,,,
e4dc1bb5-cd8e-438d-92b9-83df791a448b,Prayer Times - Qibla & Namaz,request,,Please add one more feature!,5,,,
17e9dbd8-05a3-492c-a5ec-0194d4c867a3,صلاتك Salatuk (Prayer time),request,,I wish it had volume control,5,,,
ba0d60f4-406f-4411-8d06-bfbf5905c946,Muslim Pro: Quran Athan Prayer,request,women_period,I wish my Muslim brothers and sisters will download it.,5,,,
c6662f93-7e35-45d8-85bd-7f7568766c3e,Muslim Pro: Quran Athan Prayer,request,reminders_adhan,"thanks for this useful app, just one request, can u make the azan recitation custom aswell, because some people may want to choose their own azan",5,,,
640aba45-50fe-4117-a700-d722b7fb2617,Muslim Pro: Quran Athan Prayer,request,reminders_adhan,Please make a alarm sound that sound lika a single 'beeb' and different from system sounds..,3,,,
65babcbc-53fa-4b04-a0eb-b9f17bb73f42,Muslim Bangla Quran Hadith Dua,request,,Hope you will response like that with every user :),5,,,
3581c853-9a98-4c55-a87b-798731dd9899,صلاتك Salatuk (Prayer time),request,,There is a small feature that seems to be missing since I upgraded my phone though.,5,,,
8d145b7b-f7cc-48cb-9687-c36b93c3dd7b,Athan: Prayer Times & Al Quran,request,reminders_adhan,I wished to have an additional athan for al Souhour too especially in Ramadhan.,5,,,
581b43ab-f8fa-4efc-add2-2d467bc3de3f,Prayer Times - Qibla & Salah,request,,Please provide a way for us to donate towards to app to make it better inshallah.,5,,,
1475d003-9cf2-4250-9610-e8847a13fbc7,Muslim Pro: Quran Athan Prayer,request,,I hope you fix all your wrong translate.,4,,,
fd798554-8140-4528-877b-697851dbf75b,Muslim Pro: Quran Athan Prayer,request,,I love the app it contains all that i need but i'am a shia muslim i wish if there is an option for Islamic branches,5,,,
b82e3929-49f7-40c6-a6cb-6c57d8a517b0,Athan: Prayer Times & Al Quran,request,quran_audio,"Please add the Farsi translation to the Qur'an section, thank you",4,,,
07fdb5ef-a127-4f31-867b-028c7dcb2ade,Pillars: Prayer Times & Qibla,request,reminders_adhan,Would be great if it had adjustable eqama reminders.,4,,,
353948f4-8778-4c43-961b-ceb12b7de5e5,"Muslims Day-Prayer, Quran, Dua",request,,I wish it could be resolved soon,5,,,
a1c204f0-19b5-40dc-952c-7e3508931135,Muslim Pro: Quran Athan Prayer,request,widgets,Would be great if ur app can have a dual location option (like the Google weather app widget) to prepare those who is gg to travel w prayer times of another favourite city.,5,,,
46d19435-e088-45c3-9946-db05a2104446,Prayer Times - Qibla & Namaz,request,qibla,"Please add Iraq or Baghdad direction in compass as well, to know the direction for صلاتہ الاسرار .",5,,,
0f6082e8-8f6c-4c9d-b29a-1a2fc97a9617,صلاتك Salatuk (Prayer time),request,quran_audio,I wish it's have a Qur'an also so we can read in this app,4,,,
62fab972-44f1-4e3f-93e2-542456514ec5,Deen - Islamic App,request,,i have a request if you could add an option to remind us every five minutes after azhan.,5,,,
162da112-fffa-43d9-a9ef-fefc00f8eefd,Prayer Times - Qibla & Namaz,request,reminders_adhan,Should include azan and useful concise widgets,1,,,
dc21bc3f-8ddb-4561-8796-f5af6ec2201e,"Wemu: WeMuslim, Athan&Qibla",request,nafl_times,plz add nafil namaz awkat and same islamic books and add Turkey's femous azan,2,,,
6eac2920-0654-4c08-8139-229901ef254a,Prayer Times - Qibla & Namaz,request,quran_audio,Please add these 2 features in the Quran shareef section: 1) Hold the scrolling by touching anywhere on the screen.,5,,,
741abd16-e3bd-4bb9-90a2-1cb4ac164b59,"Wemu: WeMuslim, Athan&Qibla",request,quran_audio,I want a thing sir i can't find the surahs so please if you include quran to it will be very helpful for everyone of us.,5,,,
1098e7f9-a275-4597-92e8-88861ec5e411,Muslim Pro: Quran Athan Prayer,request,,hope you will make this app more better and useful...,5,,,
efa6c6b0-f2b4-4785-b7ea-2b569301f426,Muslim Pro: Quran Athan Prayer,tenure,,Really after 4 years of using this app we to pay now for it,1,,,
5aa6e718-6cbb-4be4-92d6-8332796c13a0,Muslim Pro: Quran Athan Prayer,tenure,prayer_tracker,I've been tracking my Salat since 2017.,1,,,
05d35707-b5a5-465b-9ee2-2528aaf6ba36,Athan: Prayer Times & Al Quran,tenure,goal_system,"There was a time I really loved it been using this app since 2023 but after updating the app I started having issues like I completed my 700 prayers and I still didnt unlocked the badge , I thought it's a network glitch or something at first but then when I tried again with a more stable network I was logged out automatically and when I logged back in boom all my information was gone I was reading Qur'an as well in this app but nothing was saved here it's like a fresh app all of a sudden",4,,,
