reviewId,app_name,score,at,content_clean,theme_code
30135c6e-379a-4ff9-8a02-868bc9ae27d6,Athan: Prayer Times & Al Quran,2,2025-03-04 07:29:09,"Assalam u Alaikum, I have found this opportunity to highlight that without purchase the application is not updating prayer log even if you try to regularly mark the log, it keeps on highlighting only the first badge. The adds appearing on the application are not pertinent to the application. An effort can b launched atleast in Ramadan to ensure that relative adds should appear on screen for those not having the paid version. Regards",Tracking gated behind paywall
3fa443fb-b8d4-4363-8d95-7c9c5f3fdd5e,Athan: Prayer Times & Al Quran,5,2025-03-04 01:05:37,"The app is truly beneficial, although I have faced a problem with it during the menstrual days - it mutes the prayer for the same but fasts during the Ramadan are not. As we all know, women don't fast when they're on their periods. Even though I am on my period during the day, it still shows the fast on the goals list of the day. Hope u get what I mean to say. I think that during these days , fasts are also muted with that pink heart , just like prayer times.",Menstrual mode unreliable
43e7300a-a77c-498e-9698-43158f9a2aff,Athan: Prayer Times & Al Quran,1,2025-03-02 05:25:40,"Last two updates are not ok, unable to log previous day prayers..",Backfill blocked entirely
e41a525c-0621-4c8d-b8ac-26034baf4a76,Athan: Prayer Times & Al Quran,5,2025-02-24 08:33:00,"Not very happy with it. When you are an elder person and not tech savy,it's very hard to navigate, and it is really very difficult to log your prayers. If you forget to log in, then it's impossible to go back and log it. Either you improve it or i would download another app. I would be sorry to go as I have been using it for a long time but you are leaving me no choice,you should have perfected your app before changing old one.",Redesign inaccessible to older users
2a63e71d-f662-48fa-981d-eeea183d8b6c,Athan: Prayer Times & Al Quran,2,2025-02-22 21:18:06,"I don't like the new update, it makes things hard to find and more complex. Also the prayer log used to go back until a week, so now if I forgot two days I can't tick them anymore. The automatic switching between dark mode and light mode is also not the best. I prefer the old version.",Backfill window too short
4e25db4a-babb-460e-bbb3-3c5630fdac5f,Athan: Prayer Times & Al Quran,1,2025-02-18 09:30:55,I dont want goals stipulated by you. Pl provide the link to the older version. Horrible upgrade. I've paid for this app,Imposed goals replace own tracking
b5134202-1b8d-4d20-b02b-8862689aea9b,Athan: Prayer Times & Al Quran,4,2025-02-18 00:04:27,"Everything about this app is good except the fact that sometimes, it never calls for prayer. This can go on for about a month before it's starts again. THE UPDATE:( i can't go back to log my prayers after the day is over which is really sad (it works now)",Adhan playback unreliable
061db99e-fedd-4c6b-b893-8d087c5458c0,Athan: Prayer Times & Al Quran,5,2025-02-16 22:34:13,"Not able to log on prayers now on the new version, too complicated. Earlier version wS much better",Redesign broke prayer log
b56e9dcf-119a-44b8-8613-3a35186394a0,Athan: Prayer Times & Al Quran,1,2025-02-15 01:12:10,One star because the hijri date is wrong. Today is 15th of Shaban and it shows 16th of Shaban and I missed fasting the white day. Bad calculation don't use it.,Wrong hijri date
c94fa1c4-dd92-48b2-b18c-f6069e88d0b3,Athan: Prayer Times & Al Quran,5,2025-02-14 19:58:44,By knowing how many prayers you missed and prayed,No complaint (positive fragment)
17983670-9966-4624-8653-1dc45b8d895d,Athan: Prayer Times & Al Quran,5,2025-02-14 17:33:02,I love this app it has a lot of great features. the only thing I don't like is I got a new phone and it won't let me log into my profile so I had to start over. the new update changed the whole format of the app it takes some getting use to I don't like the new setup,Tracker data lost on device change
544e36da-56e3-4b6c-a0f7-9b5f444c2243,Athan: Prayer Times & Al Quran,3,2025-02-13 08:38:31,"I'm not a fan of the new update. Tracking my salat is 90% of what I use this app for. The recent update has made it more complicated than it needs to be. Hopefully, this part of the update can be reverted. Jazakullah for the good work",Redesign broke prayer log
b0d69643-3a8f-4d9a-b40e-f011a7cc8720,Athan: Prayer Times & Al Quran,1,2025-02-12 15:11:07,"The newest version is not good at all.. Even if I've prayed but forgot to log it in the app, there is no chance to do it later. Hard to find things, and 3 times mora ads than before. I preferred the old version of it, that was good. I wish I could downgrade back to the old version.",Backfill blocked entirely
623d118d-873b-43e9-b2eb-b563d440d8b5,Athan: Prayer Times & Al Quran,1,2025-02-11 09:13:08,"I previously used this app a lot to help track my daily prayers, but this new update has made that simple function far more difficult than it needs to be. If they do not revert that system back to how it was before, then I won't use this app again. TLDR: The new update is horrible, please change the prayer tracking system back to how it was.",Redesign broke prayer log
49e5222a-9c8a-4710-a1d5-a6859ce7dbaf,Athan: Prayer Times & Al Quran,5,2025-01-16 23:17:37,Very good app but until location track app not open and unable to use,Location permission blocks launch
01b90ee0-6821-4f70-88e7-3bd815d3b94d,Athan: Prayer Times & Al Quran,3,2024-09-21 06:40:11,"New rating and review: I changed from a 4 star to 3 because after 5 months of the same issue happening nothing has changed, I'm actually only using the app for the athan but stopped using the prayer tracker as it's deleting my progress. 09/20/2024 I only have one issue at the moment. The prayer tracker keeps going backwards after it reaches 500 even though I'm way past 500.",Tracker count regresses
6a192ba6-ba3c-4c81-97c5-0f3b469da395,Athan: Prayer Times & Al Quran,4,2024-09-14 06:59:26,Fajr time was wrong today...We missed suhoor :(,Wrong prayer time
48fe470a-8df1-4bf2-95be-2329e650305d,Athan: Prayer Times & Al Quran,5,2024-07-04 13:28:10,I wish the menstrual mode was easier to use and that I could select previous dates. Right now I cannot select previous dates to correctly mark the start.,Menstrual mode unreliable
8facee99-c74a-43a2-bd6d-460302c22be6,Athan: Prayer Times & Al Quran,1,2024-05-31 03:51:04,"Garbage app, pay a premium price to have and doesn't count the weeks at all. Have a month straight of prayers and the badges won't show. Support is useless and keeps telling me to do things I've done already even before contacting them and takes 3-4 days between emails to respond, going on two and a half weeks now with no resolution. Save your money.",Badge not awarded despite streak
8a01eab3-1e41-477a-b297-296be044e382,Athan: Prayer Times & Al Quran,1,2024-05-24 08:44:45,"This app: offer prayer before its too late. Me, not receiving prayer notifications, clicking on the app to see if I missed the prayer. This app: offer Maghreb (from 30 minutes ago) before its too late! Are you kidding me!!? How bad is this for people living in countries where they can't hear the athan!!! You're our only hope. Lame. Update.",Notification failure
864b05ac-7b90-49bf-9afc-3859b333fbd0,Athan: Prayer Times & Al Quran,5,2024-04-17 11:01:46,"Assalamualaikum creator of Athan My profile is not showing my prayer tracker,. When I tap on my profile it shows a black white interface that's all I want to ask where all my prayer trackers gone.. please need ur help ... Kindly waiting for yr reply...",Tracker data lost
2fa85cbd-c328-4c47-8651-ef29efb78a89,Athan: Prayer Times & Al Quran,5,2024-04-03 09:16:41,"I great App, it really helps in tracking your salat, dua etc but in recent update I don't like the new Arabic font. It is making experience less smoothly If it is possible for me personally to change in the app kindly assist",Font change dislike
c4f53aa1-1efe-4842-84ba-063611a6fb26,Athan: Prayer Times & Al Quran,1,2024-03-20 22:06:23,"Used to be a good app. But now we have to give consent so they can track our each and every click, sell our data to third parties and feed us with loads of adds. I just uninstalled the app just because There are a load of options to to uncheck the gdpr consent dialog. They are showing 3 or 4 at first but when you click legitimate consent option, there is such a huge list of options to uncheck. There is no button to just unselect all of them at once. Why? Well they just want our data and sell it.",Consent and data-sharing burden
3d39176c-bedf-44af-a414-001ee6b9fc2a,Athan: Prayer Times & Al Quran,2,2024-03-02 06:08:25,"This is a very disappointing app even after I purchased the annual Pro subscription. Application is good for tracking prayers and finding prayer times, but it is poorly designed as it does not give notifications of when prayers actually are. That is the primary reason I purchased the pro version. Since this application fails I'm going to cut my losses and find an application that actually notifies me prayer times so I don't have to constantly set my own alarms. Very disappointing.",Paid tier fails to deliver
7ed6ae2a-ddaa-4968-9d2e-91dd556ecdd1,Athan: Prayer Times & Al Quran,3,2024-01-28 07:39:08,"I use this app mainly for duas and prayer tracking now. I'm not sure why, but sometimes the Salah times are a little off for me. I like the 99 names, but they are only in Arabic, Im guessing this was an oversight since the explanations are in English. Athan Pink is broken; the feature is a really good idea, but it needs to be tweaked. As a subscriber, it's disheartening when things don't work properly. I hope to see some fixes and improvements soon.",Paid tier fails to deliver
5abf089e-748d-43d9-a6b4-2ed9fbe0b150,Athan: Prayer Times & Al Quran,4,2023-12-27 23:45:11,"Great app for keeping track of salat, just one problem, the ads can sometimes not be so haram.. sometimes there will be posing women in the ads which I don't think would be good for such a halal app, I hope this is something fixable.",Ad content conflicts with values
b96bc52e-28f6-4d36-a15f-d75d1cbe81ec,Athan: Prayer Times & Al Quran,2,2023-12-26 20:31:53,"This app used to be better, but it has so many bugs now that I uninstalled it. The Pink setting doesn't work well - it always showed my dhikr days starting two days earlier than it actually did, and it would go back to tracking salah too early. The adhan sounds went off at random times, such as a couple of hours after isha, and the timing was also off for salah. I wasn't able to fix it no matter how many times I reset the settings.",Menstrual mode unreliable
6ff6da0b-c55b-45c1-8aa9-28072df8b6d7,Athan: Prayer Times & Al Quran,1,2023-12-04 14:14:24,"Finally Uninstall this apps due to disturbing ads.... Also record our geotag.... Curently using light apps: usholi by Indonesian: ,light apps, free and without ads",Ads and data tracking drove uninstall
47baa2e2-1c20-4a96-acfd-3c2fa24f32f1,Athan: Prayer Times & Al Quran,5,2023-08-30 02:37:21,"The app helped build a constant routine and loved the tracker for missed prayers as well. Today, the app has a bug and un installing and re installing the app has not fixed it. Please have a look into this matter. Have switched to another prayer times app for now. Edited: changing the rating from 4 stars to 5 stars since the app is working and there isn't anything else I would change for now.","Tracker bug, later resolved"
cc623700-e284-4d0e-9d8c-af122c664992,Athan: Prayer Times & Al Quran,4,2023-08-09 22:58:57,"I would give it a 5 star, but the prayers that I log on the previous days or current day would sometimes disappear. Please fix this!",Tracker data lost
5c569985-5105-4413-aaa1-140b6af098d4,Athan: Prayer Times & Al Quran,4,2023-05-23 12:55:58,"Really like the app. However, the prayer tracker isn't working properly. Hopefully, this issue could be resolved soon.",Tracker not working (unspecified)
21b09f29-ed1f-447d-ae61-cfef87d628e2,Athan: Prayer Times & Al Quran,1,2023-04-23 04:41:15,I love this App I am thankful that it's free but it's been 5 months that I have the same problem with the prayers log the number decreased so many times I did log out I've Uninstalled the app so many times and still nothing work now I am stuck at 174 days when it should be 374,Tracker count regresses
1460e658-dd4f-4ea2-bea5-ae70c7189b6b,Athan: Prayer Times & Al Quran,3,2023-04-21 00:39:07,I was giving bad review for sudden removal of My premium purhase. Ow I change my review. And suggestion if we can define like sunnah prayer tracker like custom defined by users.,Wants custom sunnah tracker
