reviewId,app_name,score,at,content_clean,theme_code
3b6f2990-5f0a-4e5b-b85d-8fe73301b992,Athan: Prayer Times & Al Quran,5,2025-02-09 00:30:08,Very good app exact time for salat and gives good advice for ur menarstration cycle and more mashallah,
667d2dbc-7a83-4fa7-a672-17a5914eaf85,Athan: Prayer Times & Al Quran,5,2025-02-03 11:19:48,"A complete app for your deen alertness. Prayer timings,Qibla direction,hijri calender in one place. Additionals like dua of the day and Haj/Umrah guide,period guide are commendable.",
5408bea5-87db-407c-a48e-5baeb2898aa2,Athan: Prayer Times & Al Quran,1,2025-01-30 21:09:16,"Has haram advertisements of women cloths and beauty products, 0 stars",
5e1215d8-5c4d-485a-9809-70e7f8f40e27,Athan: Prayer Times & Al Quran,1,2025-01-26 22:11:55,Lovely and outstanding for all Muslim brothers and sisters,
8c833ab6-81b8-456c-ae0c-c2bc4c7a633f,Athan: Prayer Times & Al Quran,5,2025-01-23 05:14:15,"Excellent app, for all our Muslim brothers and sisters. You guys are doing a good deed by introducing this app, lots of things is there in this app, prayer times, Quran translation, motivational stories/updates/status, motivational and inspirational speeches by the Scholars.. and many more. 5 stars for sure. May Allah(subhan wa taa'la)guide us all and bless the makers who made this app.",
12cdbbc6-f61b-4095-886a-40c2d612abac,Athan: Prayer Times & Al Quran,5,2025-01-22 17:32:33,"Masha'Allah. Great job to the brothers (& sisters, if any) that worked on this app! May Allah reward you. But please add Nasser Al Qatami's adhan call in the varieties. His call was always my go to for the Adhan notification back when I still used Muslim pro. Really soothing...",
8223a82a-30ec-42c9-9381-c782d51667b3,Athan: Prayer Times & Al Quran,4,2025-01-21 13:40:26,"It's rly good, it's very easy and clear to use. The quran is available in different fonts and u can read/listen to it offline too. It has a specific page dedicated for duas that are clearly written, available in its transliteration and English meaning, includubg the quran so it's great if u struggle in reading Arabic. I definatly recomend this app!! Additionally it has an option to pause Ur athan tracking when Ur on Ur periods and duas and tips for when Ur on Ur periods",
5f918df6-d25a-4bb4-b0e8-2710feb3766c,Athan: Prayer Times & Al Quran,3,2025-01-20 03:14:01,The app has embedded ads that feature scantily clad women. It seems the ads are not vetted for the type of app this is. Could the developer please instruct Google to keep their ad content rated G? We don't need to see seductive images when we're looking up the times of salah. I'll increase to 5 stars once this is done and confirmed by the developer here on this comment.,
7d87fbc7-2543-4a9a-a3bf-7d7a086bfa6d,Athan: Prayer Times & Al Quran,5,2025-01-19 13:40:11,"My everyday go to place, love all the features expect for the fact that they add a lot of nasheeds and background music to their everyday status. Its haram, if you don't know. Please don't destroy your good deeds with music. Because you are adding music or some type of nasheed to your video i am unable to share it to other Muslim brother's and sister's as i don't want to bear the sin of the music in it.",
26fb31e8-853f-4bb7-a697-6a1f7b67484d,Athan: Prayer Times & Al Quran,5,2025-01-04 06:36:40,It's awesome app for prayer timing location duas azkars azaans nd also for women's menstrual time date days nd for many more...love this app.,
f85fe4f4-e114-4dda-b291-b85875136b6d,Athan: Prayer Times & Al Quran,5,2025-01-02 09:36:37,"Ma cha Allah, I really love and enjoy this app, and I recommend it to all my fellow Muslim brothers and sisters. May Allah bless you all.",
e560a0a5-cece-4d2a-83db-4334416a3d24,Athan: Prayer Times & Al Quran,1,2025-01-01 21:45:50,You don't expect to open an islamic prayer app and then see a video of a naked woman (Ad) Stop trying to make money in a Haram way!,
a8fc6419-c285-4234-8d08-8d00833afd39,Athan: Prayer Times & Al Quran,5,2024-12-10 15:30:59,This app has helped me track my prayers. I really love the menstrual mode and i appreciate that even the ads that play are muslim-friendly. I don't have to worry about something bizarre popping up on my screen while in public. I can't wait to see how to developers will expand this app even further. L,
a8c07933-4247-48a4-8165-3d14efd3a56c,Athan: Prayer Times & Al Quran,5,2024-12-01 00:19:49,Nice app for Muslim brother and sister,
a95f8890-9daa-4b9c-8336-12abc31339cd,Athan: Prayer Times & Al Quran,4,2024-11-21 06:38:39,Great app there is a lot of ads with women.,
9101cc64-ce99-45db-aee5-6993d47b9e96,Athan: Prayer Times & Al Quran,5,2024-11-10 21:51:55,"Just an amazing experience and its an amazing app. Good many more key features present here Good in terms of the features like calendar, direction of qibla, tasbeeh, menstrual cycle reminder,prayer times reminder,Quran recitation,duas,hajj and many more.",
e04f1bb0-31f0-467a-89e2-2b2a7911f9fd,Athan: Prayer Times & Al Quran,4,2024-11-07 03:27:58,A very good app for Muslims who wants to be keep connected with Deen in their busy life and also good all individuals who wants to learn about Islam and grow their knowledge about Islam every Dua and also Quran has English translation with benefits and Duas has sources also. I am a huge fan of menstrual function. I personally like the Eglish translation because I am not much familiar with Urdu and function salah tracker function. But It Still needs some improvements. That's why one less star.,
7b8349d5-66ce-4f6d-8a99-935f4487e374,Athan: Prayer Times & Al Quran,5,2024-11-03 12:06:57,"Athan is a fantastic app for staying on top of prayers, with precise prayer times and azan alarms. The Qibla Finder and Tasbih Counter are super helpful, and I love the Quran with audio for easy recitation. Athan Stories bring daily short Islamic videos that keep me connected, and the Menstrual Mode is a thoughtful feature for women. The app’s Islamic calendar and Hajj/Umrah guides are invaluable. It’s user-friendly, comprehensive, and an essential tool for all Muslims. Highly recommend it!",
9306307c-8ebc-46ec-b716-d0ff0894e4a9,Athan: Prayer Times & Al Quran,5,2024-11-01 14:46:59,"Dear Brother/Sister, As of I have noticed, I was sharing an Ayat of Surah Maryum, it surprised me that it was written fine, translated fine, reference given, ""Maryum Ayat#"" but the above title was mentioned as ""Al-Kahf"" - kindly correct this Jazakallah khair",
57e07355-347b-4612-a328-d467fed2c4f2,Athan: Prayer Times & Al Quran,5,2024-10-25 06:55:04,"this is a great app for beginners who are struggling and want to stay on track with their salahs. it also has other really cool features and A LOT of duas and daily adhkars and stuff. theres a separate menstruation mode for females which is great. overall really a good app and i feel like it has everything i need as a beginner, im not thinking of replacing it anytime soon.",
13ab2954-4666-4145-994a-b459aff399ad,Athan: Prayer Times & Al Quran,5,2024-10-19 23:44:00,"Very helpful app and the tech support are polite. I had once an issue with settings and I contacted the support, they were very kind and fast in replying and fixing the issue, and they kept me updated with the progress. I recommend this app to evry brother and sister.",
05c32d87-9969-4577-a360-438dcc96473b,Athan: Prayer Times & Al Quran,5,2024-10-02 09:07:29,"This Azan prayer app is perfect for those seeking a reliable tool for their daily prayers. It provides accurate prayer times and includes the complete Quran Pak with recitation in a single voice. The app’s simple interface makes it easy to navigate, and you can listen to the Quran anytime. Along with features like Qibla direction, Islamic calendar, and customizable prayer reminders, it covers all essential needs for All Muslims Bros & Sisters.",
0063c29d-93c0-46d9-ae67-3f6dcfcf680e,Athan: Prayer Times & Al Quran,5,2024-09-26 22:25:36,Perfect app for muslim and women's features was so helpful .mashaallah,
a30376aa-4a06-46ee-9de9-25140445b24b,Athan: Prayer Times & Al Quran,5,2024-09-04 08:47:41,"This app is really great. It really helps to motivate and keep me on track on salah. There's also a lot of great features like daily duas, qiblat, tasbih and not to mention, menstrual feature for women.",
d4ef3c9c-2a98-4896-be4f-b04ce0518285,Athan: Prayer Times & Al Quran,5,2024-09-01 20:40:05,It Help Me To Increase My Faith In God And increase My Iman Also Have Menstrual Guide And Many More....... LOVE THIS APP THIS APP IS WORTHY TO HAVE 5 START 'S,
1fd0ac8a-cac5-4124-a92d-7f5cf55d63fd,Athan: Prayer Times & Al Quran,5,2024-08-31 13:15:09,Jazakullah Khair brothers and sisters and whoever was involved in creating such a wonderful app. Keep up the good work. The daily reminders work well.,
ed259e6b-73ac-4e04-8df2-6623cce6b7a7,Athan: Prayer Times & Al Quran,5,2024-08-19 20:25:45,"this is a great app for beginners who are struggling and want to stay on track with their salahs. it also has other really cool features and A LOT of duas and daily adhkars and stuff. theres a separate menstruation mode for females which is great. overall really a good app and i feel like it has everything i need as a beginner, im not thinking of replacing it anytime soon.",
10bdbb0b-1e1f-41dc-b663-c3097a9766b2,Athan: Prayer Times & Al Quran,5,2024-08-15 05:16:51,Ma Sha Allah this app gives too satisfaction to my heart i recommend it to every muslim brother sister,
634c71e7-f103-4e91-b4fd-96334d968c77,Athan: Prayer Times & Al Quran,5,2024-08-04 04:17:53,Love a assistant life in alert to using an appropriate service for Allah ameen following to success with brothers and families sisters too ameen to use Islam is real nice and live Muslim life in Allah and expects his companion is prophet Muhammad is messaging to people to come to majid majestic to clean and tidy and love forgive ourselves for another opportunity for 7 gates to heaven Allah ameen 5 obliged to day and dua,
696fcda0-ee59-46b4-879a-5fe92affe42c,Athan: Prayer Times & Al Quran,5,2024-07-16 09:18:10,Why doesnt it play the adhan it's the whole reason I got it I'm on mobile data does it only work on wifi? Nvm! Ladies don't put it on period mode.,
a15ca268-47f7-451d-ae8f-946f22d48c06,Athan: Prayer Times & Al Quran,5,2024-07-14 10:21:23,As a Muslim sister who is trying to get on her Deen and become a better Muslim this app has helped me severely like so much if you're a Muslim struggling please download this app,
b238e878-4fbe-4f26-ba4f-c97ceebd3139,Athan: Prayer Times & Al Quran,5,2024-06-27 23:19:07,"The app was working good but i had my periods and after that app showing wrong prayer timings. Next prayer is now maghrib but app showing next time is for Qiyam. I reinstalled app, updated it. But still it's incorrect",
57aa481b-9502-4938-b5a9-3b373f300b04,Athan: Prayer Times & Al Quran,5,2024-06-20 15:46:27,"It is a beautiful app and make the Islam very powerful.No ads The azan time to time Beautiful islamic Gallery and Are holy Kuran recitation Beautiful voice.. In Ramadan I. Install this a beautiful app and time to time dates. And timetable, I read this app 5 out of 5. May this app Heads every muslim brothers and sisters to Get the knowledge about Islam.Thank you asalamo alikum",
73073f80-2171-4ba7-806d-1046aba42cfd,Athan: Prayer Times & Al Quran,5,2024-06-13 21:50:22,"Loved the app! It has so many options as per my needs such as , menstruation periods, istigfars, duas n recitals as well , I find it immensely helpful where I can read quran n do every such things in one app Only thing I find it bad is there is too much adds coming on if thrs no much adds tht would be the best .",
b6300393-dbae-4f55-a54a-77e2a1586ddd,Athan: Prayer Times & Al Quran,3,2024-06-07 09:48:07,"This app shows improper ad contents that violates shariah laws, such as ads about pigs, women with improper hijab. Very much inappropriate for an app created for muslims.",
2a698af2-e469-4c60-b405-f1084ed2919b,Athan: Prayer Times & Al Quran,1,2024-06-01 05:17:33,very disgraceful. very frequent app are showing including non mahram woman with less clothes and bitcoin haram concepts,
f6df01a2-a2b0-410f-ab1f-09d02800a449,Athan: Prayer Times & Al Quran,5,2024-05-30 06:06:40,Subhanallah!! Absolutely magnificent app... the best features about this app is not only that it has the prayer log feature but also that dua section where you can get any kind of dua you want and not only that this app provides us with the holy Quran feature too where you can read and learn Quran easily....As for the prayer log it keeps us in never ending cycle that making a goal for reaching and praying a good amount of prayers well this app will help you with this...I am having a great time,
b48ffb39-865e-4f6e-81c0-892f420161bf,Athan: Prayer Times & Al Quran,5,2024-05-12 23:02:46,Alhamdulillah. My Muslim brother and sister. Trust me its a really good app. May Allah bless that person who created this app. Ameen.,
462dfe88-1ab2-41a9-964d-2e0d2f6bace1,Athan: Prayer Times & Al Quran,5,2024-04-23 08:56:42,Perfect keep going brothers and sisters .,
f49699be-9542-40fe-baab-b84672d1e241,Athan: Prayer Times & Al Quran,3,2024-04-21 04:06:24,It's really nice for us Muslims for sure it even have the menstrual reminder,
3e11b85c-0a83-459c-8da0-2c18d9463b89,Athan: Prayer Times & Al Quran,3,2024-04-20 18:46:37,As salaamu alaykum. The menstrual mode is not easily accessible and it doesn't allow for edits. I was forced to put the wrong date because it wouldn't allow me to go back to the day before to input.,
1dd93a8e-f287-4745-8444-bd63d8c523e5,Athan: Prayer Times & Al Quran,5,2024-04-05 21:48:53,Mashallah...!! This app has helps me a lot by reminding me my Salah timings ...and yeah I can even recite or listen to The Quran anytime I want...Plus can you believe ? !!! ... it has a pink guide for women and trust me I've experienced the best of this app...Allhamdulila honestly loved it !! And there is much more this app can provides ..like you could learn various Duas as well ..!! Highly Recommend,
ec1ffee1-469a-43e9-842f-23fe50b82dc5,Athan: Prayer Times & Al Quran,5,2024-04-03 02:23:20,This app is wonderful! I cant keep track of the time of prayers and this app helped a lot! Allah bless you and thank you so much for this beautiful app! I also love the menstrual update in the app! I rate this five stars!,
54ceca7e-f01c-495b-a1d0-bbaa7c46a381,Athan: Prayer Times & Al Quran,5,2024-04-02 19:09:20,I love everything about it I highly recommend it for all my Muslim brothers and sisters,
4334e3d6-6a43-459e-b7eb-9b77f6563b0e,Athan: Prayer Times & Al Quran,4,2024-03-28 08:04:54,It's very good app. Every islamic information is in it. And for women it's the best app,
fb79ec60-c932-4f47-96e5-91dec6bc5e05,Athan: Prayer Times & Al Quran,5,2024-03-28 01:45:09,"Each and everything of this app was good. But since, pink guide has become menstrual guide, I have some issues. It doesn't give the notifications about period. I have to excuse my prayers manually unlike before. Why did you change it?? Please give the 'pink guide' back.",
4dfef934-481f-454c-b084-8f8c4f57130e,Athan: Prayer Times & Al Quran,5,2024-03-27 15:34:03,"actually one of the best muslim apps I ever seen, it has an azan, it has prayer logs and prayer times, the quran available in transliteration, translation, and arabic, daily duas, menstrual mode for muslimahs, and a ramadan fasting log",
fb21841f-8f8f-4ff0-9279-9d5b4bf6e17e,Athan: Prayer Times & Al Quran,5,2024-03-26 13:10:57,"This is a very good app. It’s the most beautifully designed Islamic app and well maintained. The different theme options, dark mode, Hadith of the day, picture of the day are all lovely options. It is very good for girls&women as well",
47ec1bef-2bc8-41a5-9219-a4eb38714030,Athan: Prayer Times & Al Quran,5,2024-03-23 03:44:31,"Has direction of Mecca, Tasbih bead counts, reminders, prayer reminders and trackers, menstruation tracker and advice. All the prayers in translation and transliteration, duas for everything. Amazing and super super helpful",
