reviewId,app_name,request_type,aspect,evidence_sentence,score,is_true_positive,correct_aspect,notes
f38123fa-79a7-47ed-8dae-0c32f5a9f790,"Sajda: Prayer Times, Quran",absence,adhkar,"Love this app, there's no ad and have an audio Dhikr too",5,,,
657351b9-772e-4885-a92a-e3a2eb0ab2d8,Muslim Pro: Quran Athan Prayer,absence,reminders_adhan,"It could become excellent if it can have a feature to ""put the phone on silent mode for a predetermined time before and after Salaat"" so that there is no disturbance in Salaat.",4,1,,
c6563b69-cdc4-4e83-9225-8f80a6fa1b69,"Muslims Day-Prayer, Quran, Dua",absence,,There is no alternative app like this.,5,,,
af22d6b5-b36a-4b86-b4fb-e90b4cad66be,Athan: Prayer Times & Al Quran,absence,prayer_tracker,But then without login i loved how it made me complete my goals Without any trouble...then later it said i need to log in to make goals and then i tried to log in..,1,,,
08684145-9cee-42d4-8dd1-d1c13f8d634d,Muslim Pro: Quran Athan Prayer,absence,,This app is absolutely fine but the Aideen doesn't have answer to any of my questions!,4,,,
0af8b425-c3a6-4fd7-a299-3cb31db2c5b1,Muslim Pro: Quran Athan Prayer,absence,reminders_adhan,"The most thing is ""why are there is no notifications when prayers time come?",4,,,
370dfe3e-5e25-4178-8814-7d206c73391a,صلاتك Salatuk (Prayer time),absence,qibla,Qibla is not working if compass sensor is not available in phone.,4,,,
920f11ed-8770-4d2d-9e6b-2c1f5833a8e8,Athan: Prayer Times & Al Quran,absence,,I used this app for last 3 years without any problem but at present very upsetting.,1,,,
3031a325-3fb5-4cc7-b918-f7c633f82fd1,Prayer Times - Qibla & Namaz,absence,prayer_times_accuracy,please update sehri and iftar time also location wise is very helpful for those person where masjid is not available not any source for sahri and iftar.,4,,,
c82ee107-13a3-49c0-8dea-da2024c5817c,Muslim Pro: Quran Athan Prayer,absence,reminders_adhan,there are two problems one is it start azan and there is no option to stop it the second thing is it shows time for asr as ahle hadees and i am hanfi so i have a problem with it please think about others also i needs correct time like other riwayat of 2 times the size of stick i hope you will understand what i wanna say,4,,,
a80f825e-86d5-41af-9097-fec08fcd037d,Prayer Times - Qibla & Namaz,absence,quran_audio,Screen rotate automatically while reading any surah..I didn't find any settings to stop it..please fix this as per user require,5,,,
7d92df87-cd7d-4e90-b858-7c8a6affbb06,Muslim Pro: Quran Athan Prayer,absence,reminders_adhan,Why there is no (الصلاة خير من النوم ) in fajr prayer when i listen to azan?,3,1,,
699f66e7-6d04-4651-831c-18fa1a9aa329,Athan: Prayer Times & Al Quran,absence,monetization,"Very helpful and perrfect app except the advertisements, I could not find the premium app to purchase, can you help me?",4,,,
8e7f613a-0590-483f-bf51-1dc6d8c40ba7,Muslim Pro: Quran Athan Prayer,absence,quran_audio,Suddenly now there's more ads and there's no translation for the quran,1,,,
759aee3e-f321-4361-ad39-72cb1603b5a9,Muslim Pro: Quran Athan Prayer,absence,monetization,"Have take the subscription recently but some function does not support and the it's dragging out the app frequently, when m going for Quran reading it's going out from the app constantly, have downloaded and selected Abdul rehman Sudais as for Quran recitation but it's not accepting, m getting this constantly and disappointing...can u have a look into the app as have take a yearly subscription and facing issue...kindly resolve and update M not able to operate the app...it's constantly dragging o",5,,,
35aa5eee-e951-4bc8-b975-e2ab8ebfd9d9,Muslim Pro: Quran Athan Prayer,absence,monetization,"I understand and accept that as I'm not using premium version so I keep seeing ads which is fine but my request to team is that please allow only HALAL ads like foods, books, etc which do not have vulgarity or contradicts Islamic beliefs.",4,,,
2cde44a5-1bc1-4329-9cdc-6f92af05c97b,Muslim Pro: Quran Athan Prayer,absence,ads_intrusive,"Ts a nice app, i love i since it foes what i want and it has no adverts",3,,,
d06d1076-f523-46f9-b340-0529420bbf81,Muslim Pro: Quran Athan Prayer,absence,quran_audio,Recitation is not available for all surahs Sad.,2,,,
95aabfa5-9e60-4728-b217-9efcabac3696,Muslim Pro: Quran Athan Prayer,absence,,Or is it that the app is not available for gionee s10 lite or what??,1,0,,"device compatibility, not feature absence"
a6c8ef4a-489b-45f7-acde-d7ca9df64de4,Muslim Pro: Quran Athan Prayer,absence,,and I hope that there is no issue about such thing.,4,,,
a8f529ac-adc5-412e-9d77-c49e6054ba50,Muslim Pro: Quran Athan Prayer,absence,,it helps me out at places where we do not have masjids near by.,5,,,
26fafa9e-4db2-4434-8950-11946e47ccb6,صلاتك Salatuk (Prayer time),absence,,I didn't have any problems since am using it.,5,,,
a86c5519-404b-44e4-8ffa-54d8f0548700,Prayer Times - Qibla & Namaz,absence,stability_bugs,(Error: Tafseer not available) Please fix this problem...,5,,,
8e7f613a-0590-483f-bf51-1dc6d8c40ba7,Muslim Pro: Quran Athan Prayer,absence,ads_intrusive,Suddenly now there's more ads and there's no translation for the quran,1,,,
f01ca3c1-d9fd-421c-a578-934787ef79c8,Muslim Pro: Quran Athan Prayer,churn,,Have to uninstall.,2,,,
608ed52c-3017-48e3-bf7e-d0db8ecb1ebc,Muslim Pro: Quran Athan Prayer,churn,privacy_data,"Every app wants me the permission to get my data then I directly uninstall it , so this one too",1,,,
be996074-2d69-430f-94a2-8ad24db10318,Athan: Prayer Times & Al Quran,churn,qibla,Keeps going back to makkah time.,3,,,
dc886587-ab07-4112-a706-b92482b61404,Muslim Pro: Quran Athan Prayer,churn,monetization,"Yes, it is greed, I deleted the app and found a very good one (free) where I am not harrassed by ads.",1,,,
4b89a5f0-a549-4e39-bb97-f4713d0d9cd3,Muslim Pro: Quran Athan Prayer,churn,privacy_data,Most of functions doesn't work properly like khatma and now after the last update it doesn't want to open at all the application is crashed and I had to uninstall and reinstall again I lost all data,1,,,
5ff25e92-1d5d-4bdc-90bd-2b8c99d05581,صلاتك Salatuk (Prayer time),churn,reminders_adhan,Ok I have been using this for many years but this year I wanted to use the alarms and I set it for 1 hour befor fajr and I put the bird noise as the alarm but when time does come It just sends me a text also the kibla finder is another problem as I used it in my house and it showed me the wrong direction by 90 degrees I dont advise you use the compass as it most likely will give you the wrong direction In the end I would say that they better fix up or many people will start uninstalling,4,1,,reminders_adha + qibla
00c06bad-a2ba-4782-ad01-c6a429f198dc,Muslim Pro: Quran Athan Prayer,churn,ads_intrusive,good app but ad every 10 seconds unusable i deleted it,2,,,
ad82da6c-9f79-4442-af98-121fda84e550,Muslim Pro: Quran Athan Prayer,churn,,I decided to uninstall this app!!,2,,,
9e78ac5c-9c75-4ee9-9f46-3c6acc335586,Muslim Pro: Quran Athan Prayer,churn,,I will advocate for its uninstalling across all media,1,,,
9a0be92c-f557-46e8-9adf-542b3a8b39e7,Muslim Pro: Quran Athan Prayer,churn,stability_bugs,Uninstalled too many bugs.,1,,,
eb38bdca-b47f-42b4-846d-4a2334eaa246,Muslim Pro: Quran Athan Prayer,churn,,Delete this app guys.,1,,,
4d336858-efec-4225-9630-4660f20eff55,Muslim Pro: Quran Athan Prayer,churn,women_period,BROTHERS AND SISTERS PLEASE IMMEDIATELY DELETE THIS APPLICATION.,1,,,
20c33704-3468-4f28-aebf-dfedb735d850,Muslim Pro: Quran Athan Prayer,churn,,I URGE ALL PEOPLE TO UNINSTALL THIS APP.,1,,,
e761b435-cb3c-4ee4-b1a7-b6baf9768e93,Muslim Pro: Quran Athan Prayer,churn,,Sorry I have to delete it!,1,,,
5d694762-ebb4-492b-a345-24bf81f3a140,Athan: Prayer Times & Al Quran,churn,reminders_adhan,"I always used this app ever since my teenage years abd it has been helpful when traveling the only problem is when i moved to android it sends me really delayed notifications (hours late) and its really been bothering me since when i charge my phone it sends a salah notification and when i open the app, when the apps closed it doesn't send me anything most of the time, sometimes it sends a salah notification but its never on time.",2,,,
793b0d9e-b504-44ce-948f-8b3c7920d1ee,Athan: Prayer Times & Al Quran,churn,,So I'm uninstalling,1,,,
dadcbf87-14ea-4c26-87f9-e1f46b07c78c,"Wemu: WeMuslim, Athan&Qibla",churn,,sorry I will delete this apps .,1,,,
ee8cc4ea-b808-4b31-90e0-c8121de269c8,Athan: Prayer Times & Al Quran,churn,quran_audio,alot of ads ITS NOT GOOD TO WATCH SUCH BAD AFS ON THIS APP QURAN APP BY (pakdata develops) is A LOT BETTER THAN THIS APP (Athan),1,,,
f15dccb4-dcce-4ba1-9ec2-d67ee9db59a3,Athan: Prayer Times & Al Quran,churn,ui_design,This is a beautiful app but the apps are so annoying i have t[ uninstall it in just 20 mins..,2,,,
a832a25b-4a0b-4351-af3c-67289030e07f,صلاتك Salatuk (Prayer time),churn,reminders_adhan,"but i just uninstalled it and that's because whenever i do anything like watching youtube or recording, the app will turn off any app to play the athan even if i turned its notifications off from apps settings and from the app itself ..",3,,,
0acca55d-adb6-4e53-a166-7611cb89387d,iPray: Prayer Times & Qibla,churn,,Had to uninstall.,2,,,
388b84b7-544d-4fe7-a391-0d6a8f2dd77f,Muslim Pro: Quran Athan Prayer,churn,ads_intrusive,I uninstalled because of TOOOOOOO MANYYYYYY ADS!!,1,,,
598bada3-a2c7-45f0-867a-6cf7ae7c32db,Muslim Pro: Quran Athan Prayer,churn,monetization,"Uninstalling, there are plenty other free apps with widgets.",1,,,
7e825ed1-887c-4bcc-a03d-86e7777d34ed,Muslim Pro: Quran Athan Prayer,churn,prayer_times_accuracy,Please disregard this app they are trying to make fitnah by purposely changing the Fajr time on us so we miss the fasting time.not good really didn't appreciate it.your app was good in the past I guess not anymore.i deleted it and we made posting at the heads of the masjid near us.so this app will be disregarded by the people of our mosques still they have not fixed it the update is a another sham.,1,,,
ec106700-36a9-4260-8143-e0a221057d43,Muslim Pro: Quran Athan Prayer,churn,privacy_data,"Please do uninstall this app, because this app data saller, this app sold 10 million Muslim people's data to USA army,",1,,,
41506e29-6f5b-48d0-aa40-03634fe66b04,Muslim Pro: Quran Athan Prayer,churn,monetization,"Muslim pro sells our data to US military,boycott muslim pro,cancel subscription and uninstall it now!!!!",1,,,
ad28d6da-dc22-4650-b51a-73c3e57e44a3,Muslim Pro: Quran Athan Prayer,churn,privacy_data,Too many ad and mostly against Islamic value Seems like they are selling religion I already uninstalled it,1,,,
83e6da45-8827-4386-b806-b6f519b84585,Muslim Pro: Quran Athan Prayer,churn,,In reaction to the Admin's response to my reviews I uninstalled and re-downloaded the app which then brought all the contents including features.,5,,,
af038f88-72a0-48ee-9ea6-e6a3c905b4e2,Athan: Prayer Times & Al Quran,churn,widgets,Both myself and my wife deleted app straight away and moved to salaatuk app miles better and great widget,2,,,
c543d827-855a-4605-b2e4-36fe40426d01,Muslim Pro: Quran Athan Prayer,churn,,Deleting the app.,1,,,
77358194-bee6-4353-b689-b3d98d9d4f88,Muslim Pro: Quran Athan Prayer,churn,reminders_adhan,"Then, it went back to no Adhan and the prayer times say 12am on top of phone.",1,,,
19853d4b-18db-4dfc-ad69-f6ece65ffea2,Muslim Pro: Quran Athan Prayer,churn,reminders_adhan,but i had to uninstall because of so many glitches like wrong adhan time and too many ads,1,,,
60d6fd26-5402-4024-b58b-a63a0abe72d8,صلاتك Salatuk (Prayer time),churn,stability_bugs,not working correct with android P it is always switch to makka and it is showing notifications in a wrong rimes,3,,,
2d456eb8-d037-4769-bc2f-0503352268fa,Muslim Pro: Quran Athan Prayer,churn,,After reading al jazeera news about this app spying on people i had to uninstall.,4,,,
cf08ee44-eace-4a36-a31a-994ba7980695,Muslim Pro: Quran Athan Prayer,churn,,"It's an CIA Spying app so hopefully request to every single Muslim to uninstall this horrible ,worst and garbage app.",1,,,
a6ade0cb-eab0-446c-944a-4d65c815f107,Athan: Prayer Times & Al Quran,churn,monetization,"There're many free athan apps with no ads, switching to another app.",3,,,
cf1b39f5-fbfe-4d98-94fb-111b946edf48,Muslim Pro: Quran Athan Prayer,churn,,You should also consider deleting this dodgy app.,1,,,
bf86ee26-c131-4ef4-9377-43b125b89da7,Muslim Pro: Quran Athan Prayer,churn,quran_audio,I have noticed that they have changed some ayat for example IN surah QADER it has to be MIN KULLI AMR but in this application it is MAN KULLA AMR so this is totally wrong i am deleting this application right away......,1,,,
460ace19-9d91-4d23-baec-9c86c31d40ef,Athan: Prayer Times & Al Quran,churn,prayer_tracker,The prayer times keep switching to makkah despite my settings saying London And the prayers won't log!,1,,,
1b3155db-b788-4548-a1f3-906672eb729f,Muslim Pro: Quran Athan Prayer,churn,,Highly recommended you delete this ap,1,,,
efafaab6-cb73-4971-bf0e-f0bfd1393e00,"Muslims Day-Prayer, Quran, Dua",preference,,Best app for a Muslim,5,,,
07ed3d54-43ed-4640-bb91-076103cbb6cf,Prayer Times - Qibla & Salah,preference,reminders_adhan,Best app for adhan ever,5,,,
322ef4a3-18cd-46f8-82a9-663e97c93779,Deen - Islamic App,preference,prayer_times_accuracy,Best app for namaz time,5,1,,
1b013c59-c7b5-432f-ba66-d48fc40173fc,Muslim Bangla Quran Hadith Dua,preference,,"What sets it apart from other apps are its unique features—such as the Marriage section, Muhasaba (self-reflection and accountability),",5,,,
750a89e2-ada3-4cbc-b41f-57f93be718be,"Muslims Day-Prayer, Quran, Dua",preference,,This is better than other apps I used earlier.,5,,,
b601c6d8-d0fd-4cc5-b69f-4b8ff2f410d7,Muslim Pro: Quran Athan Prayer,preference,,The BEST app for a muslim or anyone who wants to understand Islam.,5,,,
d448325f-8d43-4b2b-9e5d-fb9fe09d4837,Muslim Pro: Quran Athan Prayer,preference,,It is the best app for me!!,5,,,
b8b708a6-05c9-453f-a7da-3888daac8b0a,Prayer Times - Qibla & Namaz,preference,prayer_times_accuracy,it is the best app for prayer time and quran recitation but please add the pronunciation in Hindi or English with Hindi Translation and tafseer.,5,,,
e76676f8-a6d2-4dc5-b33a-8800dd4f49a0,Muslim Bangla Quran Hadith Dua,preference,,Best app for muslim i have ever seen.,5,,,
a5d2771a-a66e-42f2-a719-fc7395d866e8,Athan: Prayer Times & Al Quran,preference,reminders_adhan,Best app for Azaan and many more things to do and easy to use app,5,,,
4dd20090-d773-4280-8d29-549da2bf23cb,Muslim Bangla Quran Hadith Dua,preference,,One of the best app for salat time.,5,,,
99ef282c-c8f1-4a99-b94e-365fff6b8c1f,Pillars: Prayer Times & Qibla,preference,reminders_adhan,"Great App experience, i love that the app has no ads in it, unlike other apps in the same category where with every athan you get a pop up app.",4,,,
dbd7a9d6-74ac-4242-81f8-9a7c34af1db9,"Wemu: WeMuslim, Athan&Qibla",preference,adhkar,best app for finding qibala and we can get Islamic knowledge from this in this app duas fond mosque....,5,,,
88fb07f8-e496-4257-aab7-4d89b980018e,"Muslims Day-Prayer, Quran, Dua",preference,,One of the best app for every Muslim.,5,,,
bd766d27-4a1a-4a3f-a880-a62aa1de580f,Muslim Bangla Quran Hadith Dua,preference,,Best app for muslim people I love it,5,,,
91ac44ab-ecf7-46eb-bf34-acdba0951e20,"Wemu: WeMuslim, Athan&Qibla",preference,,Best app for Muslim world,5,,,
d6715ae3-8c8a-431b-904a-929866673560,"Wemu: WeMuslim, Athan&Qibla",preference,reminders_adhan,best app for reminder pray time .,5,,,
ec29d7a7-71f0-4b28-a425-54f87777af4a,Muslim Pro: Quran Athan Prayer,preference,,best app for the Muslims...,5,,,
154cee3a-3ddc-40f5-9e7c-80d47125c781,Muslim Pro: Quran Athan Prayer,preference,reminders_adhan,"Best app for shalat reminder,with compass and listening holly al quran",5,,,
dd947a9a-b67d-4b63-8920-cb911a5e6c80,Pillars: Prayer Times & Qibla,preference,,Best app for daily prayers,5,,,
f3ecbf24-e87e-43dc-8a2b-6706c2984857,صلاتك Salatuk (Prayer time),preference,,it is the best app for islam i cant see : -the prayers time for my position .,5,,,
abaa9914-0db0-4cd0-8685-3a40c55fd26b,Muslim Pro: Quran Athan Prayer,preference,,This is the best app for this purpose.,5,,,
7a45d9e2-6135-4bec-beef-3b4e1ebe2df3,Muslim Pro: Quran Athan Prayer,preference,,The best app for Muslim I have so far use.,5,,,
ada79a8c-21a3-4d03-9283-42d5378fdd8c,صلاتك Salatuk (Prayer time),preference,,Best app for prayer times,5,,,
6eeeea3b-6412-4c80-a850-ae95c5b616bb,Athan: Prayer Times & Al Quran,preference,,I have used a lot of islamic apps I think this is one of the best app for Muslims,5,,,
004b8850-9b2c-466e-be8f-f207039ef7a3,Prayer Times - Qibla & Namaz,preference,,Best app for me and ummah,5,,,
e8768755-44c1-46f9-a800-b89f13f4cb37,"Muslims Day-Prayer, Quran, Dua",preference,,Best app for a Muslim...,5,,,
9771f3a5-14ca-416a-9454-cc5d9fea2484,Prayer Times - Qibla & Namaz,preference,prayer_times_accuracy,Best app for namaz time,5,,,
d85307d6-c4c1-4e53-b0a1-f90df3cf31dc,"Muslims Day-Prayer, Quran, Dua",preference,,very very best app for every muslims,5,,,
400a0edf-254b-4ca2-aeee-c56558414eb7,"Muslims Day-Prayer, Quran, Dua",preference,ui_design,"This is best.Absolutely the best app for a 'Muslim's Day'.Also you will be able to increase your Islamic knowledge through this app in a very smart way.Excellent Salaat & Ramzan timing,no disturb of adds,very much user friendly & an app full of quality & clarity.I pray for the developers of this app,may Allah give them a life full of peace & dignity-both in this world & next world.Very clear & smart presentation in every portion will mesmerize you for sure,in this app.",5,,,
a34c5ac0-5393-4da3-9980-085956a7559e,Muslim Pro: Quran Athan Prayer,preference,,Best app for prayer times,5,,,
526eddb9-9c67-4794-82e9-beaba64b97e9,Muslim Pro: Quran Athan Prayer,preference,,Best app for everyone especially Muslim,5,,,
3d787605-b24e-4940-8c8e-25bf07d0384f,"Muslim: Prayer, Qibla Finder",preference,,Alhamdulillah Best App For Muslim,5,,,
3c6caad2-0187-4048-aafd-15007672e5c6,Muslim Pro: Quran Athan Prayer,preference,reminders_adhan,the best app for adhan times.thanks,5,,,
d9ae514c-9916-447c-8412-1af52ea50da9,Muslim Pro: Quran Athan Prayer,preference,,The best app for every Muslim in the world.,5,,,
5bc8cb56-2d60-4a60-85fe-2447e3d754bc,Prayer Times - Qibla & Namaz,preference,prayer_times_accuracy,Best app for prayer time and dua's...,5,,,
002bf459-d6bf-4d18-9c24-4a546f1ea96f,Prayer Times - Qibla & Salah,preference,calc_method,"The app is just awesome, unlike other apps that has a bunch of stuff tucked into one app this one just have what you've downloaded it for, it also has nice athan customization and a lot of calculation settings,",4,,,
522a68e4-6b99-4704-8b19-13c0b5ef8346,Prayer Times - Qibla & Namaz,preference,reminders_adhan,This Is A Best App For Pryer Timings And Many More Valuable features of Islamic Just like Azkar Wazaif Azaan LocationWise Prayer Timings ETC I Love Dawat-e-Islami.,5,,,
9c39a3eb-9fd2-4f84-91dd-cd39e9458b75,صلاتك Salatuk (Prayer time),preference,,I can say it is one of the best app for uk that has everything!!!,5,,,
81b09d28-a629-4c60-995d-d1051038c21b,Prayer Times - Qibla & Namaz,preference,prayer_times_accuracy,Best app for prayer time,5,,,
8551fbbc-b01e-4f04-94de-9fcbf1701d20,Muslim Pro: Quran Athan Prayer,request,prayer_times_accuracy,Can you include more local prayer time calculation methods such as Qatar method?,4,,,
5ae0574b-9ff8-46b1-9e0c-acc141d7e668,Athan: Prayer Times & Al Quran,request,reminders_adhan,"Good app , only missing the correct azan for fajar on the setting of wins masjid madina setting",5,,,
73383aed-f914-49f9-86f8-9e5341450d2b,Everyday Muslim - Pray tracker,request,reminders_adhan,"Just a small suggestion: instead of only “completed,” “late,” “missed,” or “none,” it would be great to have more detailed and color-coded options like: Prayed with Jamaat Prayed on time (individually) Prayed late Not prayed This would make tracking more meaningful.",5,,,
c06ed5b6-fe58-480a-b923-d795d721592f,صلاتك Salatuk (Prayer time),request,ui_design,Awesome application and easy to use Wish all the best,5,,,
f0626fca-f6bb-4335-867c-ba8b7e7040c0,Athan: Prayer Times & Al Quran,request,,While it should have been 6.39 am.,2,,,
836c678f-ba2f-488d-89fb-694ca04477f1,Muslim Pro: Quran Athan Prayer,request,,You need an app for prayer times?,5,,,
7d97ffc9-9176-4741-a002-c58d3a21bec3,Athan: Prayer Times & Al Quran,request,,Its amazing and would be perfect if they added a section for hadith's and oma if they add like a bar where you can search videos hadiths and verses about a topic you search about like for example i want to search for things about what is zina it shows me verses and hadiths and speeches about it oooof that'll be beyond perfection overall there are no flaws but there is space for improvment but mashallah brothers jazakum allah khayran for this wonderful app,5,,,
b5c701c0-fca9-4e44-8bf5-b774e912ef0a,Muslim Pro: Quran Athan Prayer,request,,Good app but lacks customizability.,4,,,
3b51025f-9d2e-4549-b402-08881054eeeb,iQIBLA Life,request,quran_audio,love this app very friendly & useful to user...easy to sign up and have a lots of feature...my advice to the newest version please include Al- qur'an 30 juz...Thank you,5,,,
0fd64eca-90aa-4378-89b3-a9d844c906e3,Muslim Pro: Quran Athan Prayer,request,,"I want just to suggest if you can add some duaa, like the ones for each salat.",5,,,
88586328-d4e5-4989-92e1-f5f3cf95782b,Muslim Pro: Quran Athan Prayer,request,quran_audio,This would be great if you put BENGALI Language In Translation Mode.It would be great because we have 120 million muslim speaking Bengali Language...,5,,,
d06c3abc-b09c-4dd5-b05c-c35f863cfb23,Muslim Pro: Quran Athan Prayer,request,adhkar,This is so good for a Muslim but please add some Duas such examination Duas and many more.,5,,,
9c11895c-46f0-44b0-98b0-a1ed521b4a88,Prayer Times - Qibla & Namaz,request,reminders_adhan,Very helpful and must have application.it's my humble request to developers to add sehr o iftar notifications.please,5,,,
75494f1a-73c1-439f-96dd-769892c4eeb7,Muslim Pro: Quran Athan Prayer,request,,We wish success of this good work to Allaah ta'ala,5,,,
3b953314-9acd-4628-83bb-f32eaca99874,Prayer Times - Qibla & Namaz,request,,As the app has no option to activate day light saving.,5,,,
83e7c839-526a-417a-b52d-d8e95e1f7997,Prayer Times - Qibla & Namaz,request,,while wanting to give donation there is no option for INR currency in the currency dropdown...please have a look at it,5,,,
f4ca42cc-1a1d-4d5b-a30f-53957ad09014,Prayer Times - Qibla & Namaz,request,stability_bugs,Azaan is very fast so pls give option to change slow moving azaan,1,,,
abebbe9a-f50c-4320-ad55-71f88cc38072,Deen - Islamic App,request,quran_audio,Need a option to increase the font size for quran reading,5,,,
c56deb19-10ba-4722-9efc-d9580515909b,Prayer Times - Qibla & Namaz,request,ui_design,Please add night mode feature it would be helpful especially during morning prayers.,5,,,
e6bbb452-ab3f-4761-992e-e92b27bd3a57,Prayer Times - Qibla & Namaz,request,quran_audio,I am kindly suggesting adding highlights of verses during recitation of قرآن کریم and please add options of صلات جماعت and alarms.,2,,,
2ee2c62a-c7a7-4e44-8ed4-9029ce8e33f5,Prayer Times - Qibla & Namaz,request,,It's very useful app but I would like to request you to please add all these options in IOS.,5,,,
0ce83383-8faf-43ad-bd79-f7d076f68c1a,Prayer Times - Qibla & Namaz,request,quran_audio,Beautiful and lovely app thank you for this app lot's of things to learn and really when ever I can I read Quran thank you I suggest to and some duwa so that we can learn some duwa after Namaz,5,,,
ac3cbba9-5424-4530-9fb0-61df6631d012,Muslim Pro: Quran Athan Prayer,request,,"Please add manual time setting,, otherwise masha-allah good.",3,,,
f2535c38-04ce-42fe-b52d-02d169b7916e,Prayer Times and Qibla,request,ui_design,Please add dark mode.,5,,,
ba830ce0-efa8-46fb-a39e-9f83c911c496,Muslim Pro: Quran Athan Prayer,request,companion_hardware,also please make an app for galaxy watch the aple wtch one is nice,2,,,
0f4b3ae9-488a-458a-a4c4-f768e44e88e2,Muslim Pro: Quran Athan Prayer,request,qibla,"Plz add tazbeez too, so that we can have all the basics in one app , it will be of great help as currently I am having one app for tazbeez, one for Quran and one for Azaan & Qiblah",4,,,
176c5e8c-8947-4c71-9dd3-1eece3be6d53,Athan: Prayer Times & Al Quran,request,,U should add ruqiyah manzil plz...,5,,,
70476093-a189-4b57-be7f-4d59e2aa235f,Prayer Times - Qibla & Namaz,request,prayer_times_accuracy,"Alhamdulillah, behtareen application hai, ek request hai ki app me Maqrooh time bhi show kare aur Ek aisa bhi ho ki Wahan pe option ho ki is waqt ye Namaze padhi ja sakti hai aur ye is waqt nhi.(matlab malum ho jaaye is waqt Yahan Nafl maslan Asr ke Waqt) Jazak-Allah",5,,,
690c1ca2-2ba9-41d7-90a4-014f95f6e211,"Muslim: Prayer, Qibla Finder",request,monetization,would be good if there was a one off life time subscription instead of weekly or annually..,3,,,
fe1eb803-416d-4e26-8eea-01cd6a7f4e77,Muslim Pro: Quran Athan Prayer,request,ads_intrusive,So I suggest is should be free and specially ads free.,2,,,
7eece5b8-5241-4515-b695-758203637aca,Muslim Pro: Quran Athan Prayer,request,reminders_adhan,Best azan prayer app but stopped working after few days hope you can fix this.,4,,,
7e7937d9-8bb9-4dc5-8124-0a134824da3f,Athan: Prayer Times & Al Quran,request,,Please one suggestion please the hadits of Muhammad (s.a.w),5,,,
5202cc4d-f76a-47ae-bf55-238a7e37d62e,صلاتك Salatuk (Prayer time),request,,Please add this app the urdu language,5,,,
1d3b4bc0-3235-4443-b282-d8850b874272,iQIBLA Life,request,monetization,"I tried to start it but hookups with location search,and can't locate it,hence it's not working,I like to request to a manual feeding options that I can utilize it after purchase of a costly Ring!",1,,,
