reviewId,app_name,predicted_aspect,triggering_sentence,predicted_sentiment,match_method,is_request,score,gold_aspect_correct,gold_aspect_true,gold_sentiment,gold_is_request,annotator,content_en
5a43a745-b6d6-45c0-9251-e62ab7a2005c,Athan: Prayer Times & Al Quran,complexity_bloat,"The app in addition to it's use in keeping or reminding a Muslim of prayer timing it also helps in outlining simple steps to memorization of holy Quran, and many other vital aspects concerning Muslims such as fasting, charity (Zakkat), hajj etc,",Positive,lexicon,FALSE,5,0,reminders_adhan,Positive,0,,
048e8f5b-1597-4eac-8c69-4a6e5f738cf9,Muslim Pro: Quran Athan Prayer,complexity_bloat,"Now app is working better, but try to understand this isn't tic tok, or twitter, this is Muslim Pro, simple is better!",Positive,lexicon,FALSE,4,1,,Positive,0,,
00e36c8d-ba10-4799-ac89-4e6e2a08251a,صلاتك Salatuk (Prayer time),complexity_bloat,it is very difficult for users,Negative,zero-shot,FALSE,1,1,,Negative,0,,
6520206c-fabf-4e4a-b462-a4716f88048b,Pillars: Prayer Times & Qibla,complexity_bloat,I love the ease of use and the simple design.,Positive,lexicon,FALSE,5,1,,Positive,0,,
27f61242-6cc2-4986-b89e-06c7aac76db9,"Prayer Time, Azan Alarm, Qibla",complexity_bloat,"its a big help for me,for a new muslim is easy to follow the instruction thank you",Positive,lexicon,FALSE,5,1,,Positive,0,,
e54a0683-0ebb-4601-86ae-bb2d081dd6f1,صلاتك Salatuk (Prayer time),complexity_bloat,A simple and Very useful app with accurate prayer time.,Positive,lexicon,FALSE,5,0,prayer_times_accuracy,Positive,0,,
f67792ce-650a-4bc5-aeac-822ef40fcbbc,صلاتك Salatuk (Prayer time),complexity_bloat,Very very good Accurate and simple,Positive,lexicon,FALSE,4,1,,Positive,0,,
db717870-3dcd-4140-b897-18ad3e17c3fd,Prayer Times - Qibla & Namaz,forbidden_times,Plz check fazar Azaan is been called at the sunrise there is some problem with the app.,Negative,lexicon,FALSE,5,0,prayer_times_accuracy,Negative,1,,
503af213-672c-4959-8814-96f2161841a6,Muslim Pro: Quran Athan Prayer,forbidden_times,"Overall it's a very useful app but it would be five star if you add zawal time, ishraq prayer time and chasht prayer time also.",Positive,lexicon,FALSE,4,0,nafl_times,Positive,1,,
ce64edb3-9853-4031-8893-65d1ab8dcb09,Prayer Times - Qibla & Namaz,forbidden_times,Masha Allah Allah kare intna karam tujhpe jahan mein ae dawate islami teri dhoom machi ho.,Positive,zero-shot,FALSE,5,0,,Positive,0,,
7e1cf989-a7b3-414f-bbc5-5f752b4848e7,Muslim Pro: Quran Athan Prayer,forbidden_times,Azan kay name sunrise to pakistan may nhi hota kistarha set krooo tell me,Negative,lexicon,FALSE,5,0,prayer_times_accuracy,Negative,0,,
a4a6af55-8346-48be-ae57-a7b4afcb9e61,Pillars: Prayer Times & Qibla,forbidden_times,Its helpful.Everyday I use PILLARS to know the direction of kaba especially when i'm not at home or in the masjid.Its also beneficial to know the exact time of SUNRISE and SUNSET and the prayers time.,Positive,lexicon,FALSE,5,0,prayer_times_accuracy,Positive,0,,
5bea0106-bd6c-451f-b942-a3e47797d55e,Prayer Times - Qibla & Namaz,forbidden_times,mere mobile vivo y15 pe app sahi terhan se kam nahi kr rahi,Neutral,lexicon,FALSE,4,0,stability_bugs,Negative,0,,
3e6e5624-ae34-4451-ac34-df0e46e39692,Athan: Prayer Times & Al Quran,forbidden_times,Sunrise time not showing in my lg leon,Negative,lexicon,FALSE,5,0,stability_bugs,Negative,0,,
5b5d264a-84dd-4638-80d9-5e0284b073cd,Prayer Times - Qibla & Namaz,forbidden_times,Is app may kisi bhi azan say pehlay durood e pak nahi perha jata na azan k baad perha jata hy. || teesra yeh k is app may islami date sahi nahi hy ayr na he location sahi batata hy isi waja say qibla bhi sahi detect nahi kerta.,Negative,lexicon,FALSE,1,0,stability_bugs,Negative,0,,
d009c46c-0677-4f24-b296-4773c382bad8,"Muslims Day-Prayer, Quran, Dua",forbidden_times,"মাশাআল্লাহ অনেক সুন্দর পরিপাটি একটি অ্যাপ। নামাজের সঠিক সময় , ইফতার ও সহরি সময় এবং নামাজের নিষিদ্ধ সময় জানার জন্য খুবই প্রয়োজনীয় একটি অ্যাপ। আল্লাহ আপনাকে উত্তম প্রতিদান দিন ।",Positive,lexicon,FALSE,5,0,prayer_times_accuracy,Positive,0,,"MashaAllah very nice neat app. A very necessary app to know the exact time of Namaz, iftar and sahri time and forbidden time of Namaz. May Allah reward you well."
9f88b46e-ac71-4dd8-bec3-390cc0c0f0af,Athan: Prayer Times & Al Quran,forbidden_times,Intehai bekar app ek toh namaz timing nahi sahi say dikata sirf start honay ka time bataya qaza kab hoti kuch nahi bataya huwa aur dosra jo sab say behuda cheez hy woh yeh ki andar sara Quran say related aur uper say video ads with music and girls.,Neutral,lexicon,FALSE,1,0,ads_intrusive,Negative,0,,
8ac672c5-80ce-4109-b537-05584966ea97,Prayer Times - Qibla & Namaz,forbidden_times,"As salamo alaikum sir, Please include sunset time in Daily namaz timing.",Neutral,lexicon,FALSE,3,1,,Neutral,1,,
7baff10c-9725-4a87-858e-5775ec00a214,Muslim Pro: Quran Athan Prayer,goal_system,May Allah reward you!,Positive,lexicon,FALSE,5,0,,Neutral,0,,
37f92644-d1dc-48c4-94fd-21138af5463c,Muslim Bangla Quran Hadith Dua,goal_system,"May Allah reward you well, Amen.",Positive,lexicon,FALSE,5,0,,Neutral,0,,
59c007fd-59d3-435d-9bb5-497d4df5725b,Muslim Pro: Quran Athan Prayer,goal_system,I have learn more may Allah rewards you amin,Positive,lexicon,FALSE,5,0,,Positive,0,,
461373e9-21ab-4ed0-a525-cd15baed0b6a,Muslim Pro: Quran Athan Prayer,goal_system,May Allah rewards the application writer.,Positive,lexicon,FALSE,5,0,,Neutral,0,,
a13e6157-a2ec-4209-acca-50e5d10dd636,Muslim Pro: Quran Athan Prayer,goal_system,May Allah reward the manufacturers abundantly.,Positive,lexicon,FALSE,5,0,,Neutral,0,,
33a36a7d-eb7d-41c6-ad46-a5e55debb43a,Muslim Pro: Quran Athan Prayer,goal_system,May Allah SWT bless and reward you all for this amazing app insha'Allah,Positive,lexicon,FALSE,5,0,,Positive,0,,
a3d3f259-505c-49f6-b00f-7f39e7621c91,Athan: Prayer Times & Al Quran,goal_system,"May Allah SWT abide by, abundantly bless, and immeasurably reward y'all in shaa Allah bi qudirati'Lah.",Positive,lexicon,FALSE,5,0,,Neutral,0,,
9d2e0b4f-226b-46c3-9d48-552425413626,Muslim Pro: Quran Athan Prayer,goal_system,جزاک اللہ خیرا۔May Allah Almighty give you its reward i.e. Jannah,Positive,lexicon,FALSE,5,0,,Neutral,0,,May Allah Almighty give you its reward i.e. Jannah
16c3700b-4850-47db-a542-ae715f12e27c,Muslim Pro: Quran Athan Prayer,goal_system,May Allah reward all those involved in making the app.,Positive,lexicon,FALSE,5,0,,Neutral,0,,
c76a5abb-083c-4d81-8016-25b9d7eeba0e,Everyday Muslim - Pray tracker,goal_system,May Allah reward all of u...,Positive,lexicon,FALSE,5,0,,Neutral,0,,
e7d28866-d327-4400-ac4c-19b341a47f98,Muslim Pro: Quran Athan Prayer,goal_system,May Allah gives u more rewards and give success in hakiraa,Positive,lexicon,FALSE,5,0,,Neutral,0,,
53114152-5c70-4f78-8acd-e6614f775e2c,Prayer Times - Qibla & Namaz,guides,It's a superb app to guide muslims,Positive,lexicon,FALSE,5,0,spiritual_affect,Positive,0,,
af46a793-b90b-4f21-86ce-3d051bd26002,Muslim Pro: Quran Athan Prayer,guides,May Allah swt bless and guide your team for the noble and worthy work you are doing for Allah and Islam.,Positive,lexicon,FALSE,5,0,,Neutral,0,,
cce47b60-336a-47ab-9230-586ef9f13bc9,Muslim Pro: Quran Athan Prayer,guides,Very easy to use may Allah blessed and guide you all #Ameen,Positive,lexicon,FALSE,5,0,complexity_bloat,Positive,0,,
2b816655-a4b3-4643-8f36-a83b492c0cbb,Athan: Prayer Times & Al Quran,guides,It guide me to every salat Alhamdullillah,Positive,lexicon,FALSE,5,0,reminders_adhan,Positive,0,,
c8508976-a30b-46de-992e-955ef903277b,Prayer Times - Qibla & Namaz,guides,Everything is good just wanted the team to add one more convenient feature in qaza namaz part so it is convenient for us like please add a feature which will show us our last time when we had made changes in our qaza namaz list so we can remember the last time we have added our qaza namaz performed for better understanding u can refer QAZA GUIDE APPLICATION what i am trying to Say....,,lexicon,TRUE,5,0,,Positive,1,,
a20c0983-191c-44eb-b101-e8a8f413c83f,"Muslims Day-Prayer, Quran, Dua",guides,As a guide for a Muslim it's very helpful.,Positive,lexicon,FALSE,5,1,,Positive,0,,
68d2e9dd-f4fc-42b2-b2a6-4e622772d360,Muslim Pro: Quran Athan Prayer,guides,Informative and useful guide to Muslims we've not had such before this,Positive,lexicon,FALSE,5,1,,Positive,0,,
5a9d9c01-78d0-4174-b03e-1bde6d19ee8c,Athan: Prayer Times & Al Quran,guides,Very nice app you have done very good job Allah guide us all muslim umma to right path,Positive,lexicon,FALSE,5,0,,Positive,0,,
e33af0ad-06be-4c2f-8b34-a330efc74199,Prayer Times - Qibla & Namaz,guides,Especially I am in love with the hajj and umrah guide feature.,Positive,lexicon,FALSE,5,0,,Positive,0,,
fb89966a-19a5-4702-9726-27cf5822465c,Muslim Pro: Quran Athan Prayer,guides,it is my guide now.,Positive,lexicon,FALSE,5,1,,Positive,0,,
48ee7b56-1531-4e36-a179-dbbcc1c6d6d2,Muslim Pro: Quran Athan Prayer,guides,"good app but its missing the most important element, teaching how to pray.",,lexicon,TRUE,2,1,,Negative,0,,
4619725f-55cb-4bba-a304-8cd616d5181b,Muslim Pro: Quran Athan Prayer,madhab,Assalmualaykum warahmatullah.Shukran jazak Allah khairan.,Positive,zero-shot,FALSE,5,0,,Positive,0,,
d4fed8c6-65f3-450d-ad2d-5033e9043b9d,Muslim Bangla Quran Hadith Dua,madhab,যারা মাজহাব মানে না তাদের তো তাদের সময়সূচি এড করার দরকার,Neutral,lexicon,FALSE,5,1,,Negative,0,,Those who do not follow Madhhab need to edit their schedule
d9aa2cc3-9f87-4d84-9f69-30d10eef1fa2,Prayer Times - Qibla & Namaz,madhab,I am hanafi and follow the prayers time through this app as well.,Neutral,lexicon,FALSE,1,0,prayer_times_accuracy,Positive,0,,
19ee0754-25e2-4c03-b81e-41e723b19ffb,Prayer Times - Qibla & Namaz,madhab,The option of changing to hanafi / shafai also seems missing?,,lexicon,TRUE,2,1,,Negative,0,,
1b2202a5-dff9-4aed-8dc2-a269bbfd6614,Prayer Times - Qibla & Namaz,madhab,Assalam u Alaikum Bara e Karam iski islami date thek kr dain ye aik din agya ka bta rhi hai,Positive,zero-shot,FALSE,5,0,,Negative,1,,
735bd24e-4695-4b07-a220-ddfce0b80cce,Prayer Times - Qibla & Namaz,madhab,Bohot bohot bohot achha haap sab bhi lagae mashalla esa ep har musalmaan ke paas hona chahiye,Positive,zero-shot,FALSE,5,0,,Positive,0,,
3370904a-0ac2-4b2b-8564-dd1d37098329,Prayer Times - Qibla & Namaz,madhab,Allah dawat e islami ko hamesha abad rakhe jis ne hme jannat ki rah dikhai hai,Positive,zero-shot,FALSE,5,0,,Positive,0,,
fe15b7ba-d458-4b95-8a2b-1dbdcefd9de6,صلاتك Salatuk (Prayer time),madhab,It's a very good app I'm using it always but after updating every time Chang setting like Asr time,Positive,lexicon,FALSE,5,0,prayer_times_accuracy,Negative,0,,
5ce16482-11a1-4c71-b376-fe50d93dc06e,Prayer Times - Qibla & Namaz,madhab,Best app for Hanafi prayer timings and zikr n duas,Positive,lexicon,FALSE,5,1,,Positive,0,,
8caba8ac-1895-4b95-8f03-20c5f9d4a9e9,Prayer Times - Qibla & Namaz,madhab,salam bhut pyari app hy Allah pah Dawat e islami ko shado abad fermae Ammer e Ahlay Sunnat k Faizan ko aam fermae,Positive,zero-shot,FALSE,5,0,,Positive,0,,
1c4d9aa5-7e7d-4a1e-8f6a-251d2180e2ba,Athan: Prayer Times & Al Quran,madhab,As Salamu alaikum wa rahmatullah wa barakatuhu.,Positive,zero-shot,FALSE,5,0,,Neutral,0,,
7207f70f-5bb1-4be3-a65a-1fd8b5f9f9f5,Muslim Pro: Quran Athan Prayer,monetization,please add PayTM to pay premium subscription / Google pay not working,,lexicon,TRUE,5,1,,Neutral,1,,
4d534a98-121c-40da-b089-ac3fe5c33dd4,Muslim Pro: Quran Athan Prayer,monetization,Worth for money to buy,Positive,lexicon,FALSE,5,1,,Positive,0,,
5cc87258-7322-4adf-bd59-60fdc5233778,Prayer Times - Qibla & Salah,monetization,I instantly pay for add free.,Neutral,lexicon,FALSE,5,1,,Positive,0,,
c8187f5d-1ff9-451e-9b40-0b769e635ffd,Muslim Pro: Quran Athan Prayer,monetization,"Can only do less wit this version, upgrading to d pro version a problem. || And y can't we pay for the pro version wit our local currency n try our service provider",Negative,lexicon,FALSE,3,1,,Negative,0,,
16fb3510-8ee0-464b-a6b5-edd07fd94204,Athan: Prayer Times & Al Quran,monetization,"Highly recommend app (pls go for paid version, u will love it In Sha Allah - also not so expensive)",Positive,lexicon,FALSE,5,1,,Positive,0,,
21ff2264-0289-4e81-8bdc-1ca2e6ae1b39,Muslim Pro: Quran Athan Prayer,monetization,"Back when I got it, it wasn't free and those that had paid previously were grandfathered in.",Neutral,lexicon,FALSE,1,1,,Neutral,0,,
e820af9b-6da6-4ecf-9649-64712f25ead9,Muslim Pro: Quran Athan Prayer,monetization,"Mine is a paid version,ehy now after update he call me to subscribe again?",Neutral,lexicon,FALSE,1,1,,Negative,0,,
4be5e343-aabd-48ff-b0d5-09b3058d6a8a,Athan: Prayer Times & Al Quran,monetization,One of the best apps every if you guys make it free for everyone,Positive,lexicon,FALSE,5,1,,Neutral,0,,
d5b67944-a265-4de2-8ace-ed5cb4b0a8df,Muslim Pro: Quran Athan Prayer,monetization,alarm sound notification not work & phophnec translation no find n my language (TAMIL-INDIA ) how to upgrade this,Negative,lexicon,FALSE,2,0,reminders_adhan,Negative,0,,
ef7b790e-01d6-49af-a121-a7a345cc02d7,Pillars: Prayer Times & Qibla,monetization,"We all know the issues with the other ""free"" prayer apps. || This one is free with no ads whatsoever.",Negative,lexicon,FALSE,5,0,ads_intrusive,Positive,0,,
