reviewId,app_name,score,lang,install_tier,star_band,content_clean,gold_label,annotator,notes,is_overlap,content_en
58f8943a-9ae6-498e-81f3-b22f0019d303,Athan: Prayer Times & Al Quran,1,ar,10M-100M,1-2,البرنامج لا يعمل بصورة صحيخة فيه بعض الأغلاط,,,,True,The program does not work properly and has some errors
77d23030-e3ef-465b-8f81-83f62b21109e,صلاتك Salatuk (Prayer time),2,ar,10M-100M,1-2,بعد التحديث الاخير أصبح سيئا للغاية,,,,True,After the last update it became very bad
f99041d8-61ac-4279-9086-dd66450752a4,صلاتك Salatuk (Prayer time),1,ar,10M-100M,1-2,يوجد مشاكل به أصبح منذو فترة لا يآذن,,,,True,"There are problems with it, and it has been no longer permissible for a while"
3ab0a9b7-b843-4ba8-a4e0-c76c6c3ea172,"Muslim: Prayer, Qibla Finder",1,ar,10M-100M,1-2,كل ضغطة زر إعلان كل ثانية إعلان,,,,True,"Every click of a button is an advertisement, every second is an advertisement"
3b28052e-93f4-4cdc-83b1-dcab17d96a3b,صلاتك Salatuk (Prayer time),1,ar,10M-100M,1-2,لايعمل بطريقه صحيحة وبيعلق ولا يؤذن علي اسوس سيلفي,,,,True,It does not work properly and it hangs and does not give permission on the Asus Selfie
e58b68e1-50b7-4267-a06f-e4fe0ff37dec,Athan: Prayer Times & Al Quran,1,ar,10M-100M,1-2,لا يسوى شيء وهل يوجد برامج إسلامية بالمال,,,,True,Nothing is worth it. Are there Islamic programs with money?
df6e326b-3b26-41e3-8dbd-4bb3210910ec,صلاتك Salatuk (Prayer time),1,ar,10M-100M,1-2,التطبيق ممتاز ولاكن قمة بازالته بسبب الزام سماح صلاحية الموقع. السؤال لماذا؟؟,,,,True,"The application is excellent, but it is necessary to remove it due to the site permission requirement. The question is why??"
6935751f-9c13-470a-b8b6-e0d16b02310b,صلاتك Salatuk (Prayer time),1,ar,10M-100M,1-2,حاجه واحدة اريدها ان تسمحوا لي ان اخفي الاشعار الذي يظهر في الاشعارات من مؤقت للصلاه,,,,True,One thing I want is for you to allow me to hide the notification that appears in the notifications from the prayer timer
6a73709a-b81e-46ec-82bb-3e11cff48bd9,صلاتك Salatuk (Prayer time),2,ar,10M-100M,1-2,كل شوية يفصل ويعطل الحاجة اللي بعملها يطلعلي زي المسمار عاوز عربي ولا انجليزي ويحدد الموقع بسلامته والويبجيت كل شوية تعلق سنين عالمال دهومابيتحسنش,,,,True,كل شوية يفصل ويعطل الحاجة اللي بعملها يطلعلي زي المسمار عاوز عربي ولا انجليزي ويحدد الموقع بسلامته والويبجيت كل شوية تعلق سنين عالمال دهومابيتحسنش
19735d1f-6be1-4014-9ac9-abf9c7063880,صلاتك Salatuk (Prayer time),1,ar,10M-100M,1-2,السلام عليكم، أنا مستخدم لهاتف Huawei P30 Lite. عند تشغيل تطبيق صلاتك، يتوقف عند شاشة اختيار اللغة ولا تظهر أي خيارات، مما يمنعني من استخدام التطبيق. قمت بتحديث التطبيق ومسح بياناته وإعادة تثبيته دون جدوى. أرجو منكم المساعدة في حل المشكلة. جزاكم الله خيراً.,,,,True,"Peace be upon you, I am a user of Huawei P30 Lite. When I launch the Salatak application, it stops at the language selection screen and no options appear, which prevents me from using the application. I updated, cleared and reinstalled the app to no avail. Please help solve the problem. May God reward you."
685b9f66-d2fb-496f-9d0d-804d6bc0eb10,صلاتك Salatuk (Prayer time),2,ar,10M-100M,1-2,التطبيق كان بصيغته القديمة احسن,,,,True,The application was better in its old form
ee970817-b1a8-4a11-aa7e-38786daa3199,صلاتك Salatuk (Prayer time),1,ar,10M-100M,1-2,برنامج معقد وشاشاته غير سهله وغير منظمة فعلا لابد من ازالته والبحث عن برنامج اسهل من هذا,,,,True,It is a complex program and its screens are not easy and disorganized. It is really necessary to remove it and look for an easier program than this
fe61f905-7775-4d56-a544-d68e9a355d94,Athan: Prayer Times & Al Quran,1,ar,10M-100M,1-2,لا نجوم بعد اليوم برنامج مليء بالإشعارات أكثر إلتزامكم بالإشعارات من التنبيه بمواقيت الصلاة ثم لماذا السوأل هل صليت ؟ هل صليت الصلاة لله أم للتطبيق (app ) أعطيتكم نجمة فقط بسبب سياسة google,,,,True,"No stars after today, a program full of notifications. You are more committed to notifications than to alerts about prayer times. Then why the question: Did you pray? Did you pray the prayer to God or to the app? I gave you a star only because of Google's policy"
b212cd37-299b-4628-80cc-88bfefd79132,صلاتك Salatuk (Prayer time),1,ar,10M-100M,1-2,برجاء الهتمام بصوت الذان و الشعرات من اخر تحديت و الاشعارات مش مظبوطه,,,,True,"Please pay attention to the voice of the call to prayer and poetry from the last update, as the notifications are not correct"
93401f67-f34a-4f9e-91c0-1be258860dfd,صلاتك Salatuk (Prayer time),1,ar,10M-100M,1-2,في مشكلة بالتحديث الاخير لانو دايما ع توقيت مكه مهما اعدل بالموقع برجع لمكه وانا سكان عمان,,,,True,"There is a problem with the latest update because it is always on Mecca time. No matter how much I modify the site, I will return to Mecca and I live in Amman."
92825b16-2fc7-4686-b12b-fa5239e286d2,صلاتك Salatuk (Prayer time),1,ar,10M-100M,1-2,من بعد آخر تحديث والتطبيق لا يعمل بشكل صحيح... أرجو إلغاء التحديث الأخير. app keeps crashing and not notification for adhan. please resolve the issue.,,,,True,"After the latest update, the application is not working properly... Please cancel the latest update. The app keeps crashing and no notification for adhan. Please resolve the issue."
62ed5d8a-a448-4456-bcf1-cf491966d0a5,صلاتك Salatuk (Prayer time),1,ar,10M-100M,1-2,التحديث الأخير سئ جدا وشكله غير مقبول الأصدار القديم افضل حزفت البرنامج,,,,True,The latest update is very bad and its appearance is unacceptable. The old version is better than downloading the program
5729aa06-5fb7-47ed-bd1e-c600cfe2b056,صلاتك Salatuk (Prayer time),1,ar,10M-100M,1-2,سىء جدا جدا جدا و لا يؤذن رغم ضبط كل شىء و ظهور علامة المنبه بشريط التنبيهات .. oppo f9 ازداد سوءا و تعقيدا بعد التعديلات الاخيرة,,,,True,"Very, very, very bad, and it does not give the call to prayer even though everything is set and the alarm sign appears in the notifications bar.. Oppo F9 has become worse and more complicated after the recent modifications."
db3556a3-57a2-4ee5-bfe1-26c19cb65734,Athan: Prayer Times & Al Quran,3,en,10M-100M,3,Unable to log prayer. It says can't create an account now...,,,,True,
11cdafbb-ba3b-431c-abcf-b98462212541,Athan: Prayer Times & Al Quran,3,en,10M-100M,3,Azan are not sound sometimes it's missing azans,,,,True,
92050380-3a43-4586-8268-3bea3b15a452,Athan: Prayer Times & Al Quran,3,en,10M-100M,3,Its a very useful app but the ads are not cool and keep popping up every time especially ads that are not Islamic. Would have give 5 but the ads,,,,True,
1a12c8e3-f25f-4a6d-b0ea-53d9e0105da7,Athan: Prayer Times & Al Quran,3,en,10M-100M,3,I've been using this app for abt a yr now and it has been very useful for me but recently whenever I go to log my prayers the app crashes and exits it. Pls fix this or tell me how I can fix it.,,,,True,
0fac3400-5dab-4492-b081-aae0e7400c9e,Salaat First: Prayer Times,3,en,10M-100M,3,"It was working fine, then Adhan wasn't playing anymore, I just get notifications in prayer time. I uninstalled it and installed it again but it is still not working , it is unfortunate because I really like how the application is easy to use, I really like the remembrence figures in it, I hope they can fix the adhan problem.",,,,True,
55671012-eb18-4e7d-943b-9001282f63d4,Athan: Prayer Times & Al Quran,3,en,10M-100M,3,"Following are some suggestions for the dev team: 1) If the area of daily goals adds the feature of letting the users edit/add any goal of their choosing. 2) The ability to upload Surah's, Duas and other religious data by taking a picture through the app to add them in the users daily goals 3) To have the ability to reorder any supplications, Surah's, Tasbeeh's according to the requirements of the user's need & situations in the application then it would be a great addition to this awesome app",,,,True,
13e09508-4542-45be-8047-49b6753fd9d4,Athan: Prayer Times & Al Quran,3,en,10M-100M,3,The app is very much useful... After installing the app got kots of bugs.. Always location changes to MAKKAH...widget problem.... Plz fo fix all errors....,,,,True,
e7d88e1c-4e5a-4289-8b2e-2e28b23e439f,صلاتك Salatuk (Prayer time),3,en,10M-100M,3,"something wrong with huawei mate 10 wedget, it doesn't update prayers times!!",,,,True,
336b8073-6819-43ab-9be1-329a687d97f2,Athan: Prayer Times & Al Quran,3,en,10M-100M,3,There are some mistakes in the translation I pointed out 3 mistakes till now the whole translation is wrong,,,,True,
c5a54975-4c38-4667-9aff-23b0aad8fe20,Athan: Prayer Times & Al Quran,3,en,10M-100M,3,All are super and I useful but Adan is not working with out network,,,,True,
89f715e4-c450-4842-91c4-3ea878b4628c,صلاتك Salatuk (Prayer time),3,en,10M-100M,3,"nice application for its purpose, convenient and accurate for any location worldwide. just need to have more Azans from other Sheikhs like Menshaey and Abdul Bassett.",,,,True,
249178d9-51a7-46e8-9d38-854df610bdbf,Athan: Prayer Times & Al Quran,3,en,10M-100M,3,azan stopped after last update ?!! plus filter the ads as we get unexpected ads totally in offended way,,,,True,
2a70595d-79e7-4242-adea-156ecc177c41,صلاتك Salatuk (Prayer time),3,en,10M-100M,3,"The problem i face is during the ring of azan, the music player opens and it remains in the lock screen. Please fix the bug.",,,,True,
d07cff01-247b-4f71-b54c-b8c786816ba4,Athan: Prayer Times & Al Quran,3,en,10M-100M,3,Compass doesn't properly show qibla direction. There is no way to change juristic method of prayer time calculation.,,,,True,
83e83dc1-4cdd-4e39-8040-c9b611f9f91f,Athan: Prayer Times & Al Quran,3,en,10M-100M,3,Great app... But the widget is actually 4x1. But it unncssary takes space of 4x2,,,,True,
431c596c-97e2-4857-a201-bd45bbb25621,Athan: Prayer Times & Al Quran,3,en,10M-100M,3,"I subscribe to the pro version of this app, after that the prayer calls starts without any reason on not on time like the free version, and I had to cancel my subscription",,,,True,
046ecc37-0f0c-43ec-942e-0e8ec8e67e94,صلاتك Salatuk (Prayer time),3,en,10M-100M,3,This is important in all muslim..in Shaa Allah..,,,,True,
6e48c6ec-7634-45e3-89f0-fd0ac92b42f4,صلاتك Salatuk (Prayer time),3,en,10M-100M,3,Please fix the apps because it displays incorrect praying time on my location (Indonesia).,,,,True,
4526ed35-40be-40fa-87f1-bc8fbc5534cd,صلاتك Salatuk (Prayer time),3,en,10M-100M,3,"It does not notify me about prayer at all,it does not even vibrate",,,,True,
7a113ea5-9d64-4d4d-9d6e-74648926c5e4,Athan: Prayer Times & Al Quran,3,en,10M-100M,3,its great but u should add the complet islamic calendar other than Gregorian becose we already have Gregorian calendar on the screen everyone on every phone. i only see important dates of islamic calender not the complete calender,,,,True,
eca5bc74-dd74-45f8-bd65-df67228fa44e,Salaat First: Prayer Times,3,ar,10M-100M,3,أظن أنه يجب إضافة الركعات,,,,True,I think the rak'ahs should be added
56c6aecf-81c1-478f-8ff4-868116af14f6,صلاتك Salatuk (Prayer time),3,ar,10M-100M,3,جزاكم الله خير الجزاء وجعل عملكم خالصا لوجه وجعل في ميزان حسناتكم يوم لا ينفع مال ولا بنون . صراحة إنه تطبق جيد جدا وأرجوا من الأخوة أن يقوموا دائما بتطويره حتى يكون صالحا لكن زمان ومكان. وشكرا لكم فقد أفدتم وأجزتم,,,,True,
4843c70f-03e4-48f8-af9b-3eb70a27da5d,صلاتك Salatuk (Prayer time),3,ar,10M-100M,3,يا حبذا لو تم ادخال التوقيت الصلاة لجميع دول العالم,,,,True,"Oh, it would be nice if prayer times were introduced for all countries of the world"
453b352c-314f-43f6-af19-d862ad0b4340,صلاتك Salatuk (Prayer time),3,ar,10M-100M,3,التحديثات الاخيرة جدا مزعجه، النوتفيكشن مستمر في كل وقت وليس في اوقات الصلاة. الرجاء تعديله وارجاعه كالسابق.,,,,True,The latest updates are very annoying. Notification continues all the time and not during prayer times. Please modify it and return it as before.
ec193a91-d2af-48e9-b459-0606be6669a3,Salaat First: Prayer Times,3,ar,10M-100M,3,التطبيق في العادة جيد جدا و أشكر جهودكم و تفانيكم ، لكن بعد اخر تحديث و هو اليوم ، لم يعد التوقيت الهجري صحيحا ، فاليوم هو عاشوراء اليوم العاشر من شهر محرم المقابل ليوم 5 يوليو ، لكن في التطبيق يكتب ان اليوم هو التاسع من شهر محرم و هذا خطأ ، أرجو منكم اصلاح هذا الخطأ الفادح! التطبيق لم يعد يعمل بشكل جيد ، لم يعد التطبيق يضع التنبيهات للصلوات بالأذان,,,,True,"The application is usually very good and I thank you for your efforts and dedication, but after the last update, which is today, the Hijri time is no longer correct. Today is Ashura, the tenth day of the month of Muharram, corresponding to July 5, but in the application it says that today is the ninth of the month of Muharram, and this is an error. I ask you to fix this grave error! The application no longer works well, the application no longer sets alerts for prayers with the call to prayer"
3a9e5f26-54fb-4227-88fb-73d7ca83851e,صلاتك Salatuk (Prayer time),3,ar,10M-100M,3,التطبيق يحتاج لتحديث ضروري جدا للأندرويد هواوي. تحياتي,,,,True,The application needs a very necessary update for Android Huawei. my regards
3316bbca-3d5a-4383-b09f-3252ca4a2d70,صلاتك Salatuk (Prayer time),3,ar,10M-100M,3,البرنامج كان جيد جداً .. ولكنه الآن يعطيني توقيت غير منطقي .. ارجو منكم ايضاح السبب,,,,True,The program was very good.. but now it gives me an irrational timing. Please explain the reason
97f6b86b-ccb3-44d6-8245-22172fbf8d7b,صلاتك Salatuk (Prayer time),3,ar,10M-100M,3,",لا يعمل علي اصدار 6 مرشملوه",,,,True,It does not work on Marshmallow version 6
888e3626-ca4d-4b36-8fae-a5abd388c72b,صلاتك Salatuk (Prayer time),3,ar,10M-100M,3,توقيق صلاة المغرب في جدة غير صحيح,,,,True,The timing of the Maghrib prayer in Jeddah is incorrect
a47b4518-124a-4196-8b25-8185adaaf085,صلاتك Salatuk (Prayer time),3,ar,10M-100M,3,الاذان للمغرب والعشاء غير صحيح,,,,True,The call to prayer for Maghrib and Isha is incorrect
fd046b8e-5629-44f5-892d-f89f7b090344,صلاتك Salatuk (Prayer time),3,ar,10M-100M,3,٠٠٠ ٠ ح٠ ٩٠زحط٠٩0 89990 i ح٠، ٠ . 0٠ ٠ ط,,,,True,٠٠٠ ٠ ح٠ ٩٠زحط٠٩0 89990 i ح٠، ٠ . 0٠ ٠ ط
a3b3abad-f372-4dfa-9a38-5faeb17f9da0,صلاتك Salatuk (Prayer time),3,ar,10M-100M,3,هو كويس بس مافيه بس اوقات صلاة و بوصلة لا اكثر اتمنى لو تضيفو اذكار و القرآن و أدعية اذا ممكن و شكراً,,,,True,هو كويس بس مافيه بس اوقات صلاة و بوصلة لا اكثر اتمنى لو تضيفو اذكار و القرآن و أدعية اذا ممكن و شكراً
d51fc196-947b-440d-be08-a83d6e5bd747,صلاتك Salatuk (Prayer time),3,ar,10M-100M,3,بدأ التطبيق منتظما فى أوقات الأذان ثم صار يغفل الأذان فى بعض الصلوات بالتبادل فمثلا فى يوم يفوت أذان الفجر وفى آخر يفوت أذان الظهر وهكذا لا يفوت يوم دون أن يفوت أذانا واحدا على الأقل,,,,True,"The application began regularly at the times of the call to prayer, then it started neglecting the call to prayer in some prayers alternately. For example, on one day it missed the call to prayer for dawn and on another day it missed the call to prayer for noon, and so on, not a day goes by without missing at least one call to prayer."
181af7f3-dfab-417d-9200-403a307c5344,Salaat First: Prayer Times,3,ar,10M-100M,3,ليس هناك فقره لصلاة الجمعه منفرده و الوضع الصامت لصلاة العشاء قصير لوجود التراويح,,,,True,"There is no break for the Friday prayer alone, and the silent mode for the evening prayer is short due to the presence of Tarawih prayers"
4f5268fe-9928-4be1-a4c0-66ff2aad2b96,صلاتك Salatuk (Prayer time),3,ar,10M-100M,3,التشكيل الجديد لم يعجبني 7/8/2020,,,,True,I did not like the new formation 8/7/2020
db2c3385-1c6b-4433-a791-26d77cb097c2,صلاتك Salatuk (Prayer time),3,ar,10M-100M,3,تليفونى لينوفو s90للاسف اتجاه القبله لايعمل ابداااا,,,,True,تليفونى لينوفو s90للاسف اتجاه القبله لايعمل ابداااا
114ae994-2501-49bc-8098-a923624b46db,صلاتك Salatuk (Prayer time),3,ar,10M-100M,3,انا بحب البرنامج دة جدا بس مش عارفة بقي بيحدد الموقع في مكة وانا في مصر! مواعيد الصلاة غير صحيحة,,,,True,"I love this program very much, but I don't know whether the location is Mecca and I am in Egypt! Prayer times are incorrect"
2a32eb52-8ab4-40e6-aebe-db8bf73b0f63,صلاتك Salatuk (Prayer time),3,ar,10M-100M,3,كان ممتاز بأتجاه القبله ودقيق جدآ، لكن بعد التحديثات الاخيره، لم تعد القبله تعمل بالشكل الصحيح، صارت تلخبط!!! صلحوها جزاكم الله كل خير :-),,,,True,"It was excellent with the direction of the kiss and very accurate, but after the latest updates, the kiss no longer worked properly, it became confusing!!! Fix it, may God reward you with all the best :-)"
02df2a91-4416-4e8d-aebf-af5e9709a4a3,Salaat First: Prayer Times,3,ar,10M-100M,3,التطبيق لا يحدث التاريخ حسب المنطقة,,,,True,The application does not update the date by region
d1550001-b742-4bbc-b141-1a5734a06e15,Athan: Prayer Times & Al Quran,3,id,10M-100M,3,Waktu solat Kuala Lumpur tidak tepat seperti waktu solat dari Jakim,,,,True,Kuala Lumpur prayer times are not exactly like the prayer times from Jakim
e1262beb-4ce8-43c4-9c9e-07d701ebb7bb,صلاتك Salatuk (Prayer time),5,en,10M-100M,4-5,this app make me happy,,,,True,
4d9e9da2-3d71-42c5-9aad-1f6fd3db09c9,صلاتك Salatuk (Prayer time),5,en,10M-100M,4-5,This is an amazing app. Always helps me about prayers timings. Direction of Qiblah etc.,,,,True,
1cefeb8f-c5a9-45a6-84d5-0b3c0e4ee549,صلاتك Salatuk (Prayer time),5,en,10M-100M,4-5,"Amazing work , Masha Allah",,,,True,
f177d595-e7bd-4a80-b635-8b3c01a8d182,صلاتك Salatuk (Prayer time),5,en,10M-100M,4-5,Friendly interface. I like when prayer time change automatically while traveling,,,,True,
04bc98fb-6a3b-426b-a8b7-58684f1b51c7,Athan: Prayer Times & Al Quran,5,en,10M-100M,4-5,it has become part of my life in fulfiliing my religious obligations,,,,True,
289ae82a-87a1-4439-a56a-33b443ce9866,صلاتك Salatuk (Prayer time),5,en,10M-100M,4-5,"All praises are do to Allah to such a great app, and thanks to the people who made this available to Muslims. May Allah bless them all.",,,,True,
1350a848-20cd-4353-a8f8-5e2b4cccc323,Athan: Prayer Times & Al Quran,5,en,10M-100M,4-5,"It is simple , beautiful and accurate .",,,,True,
a18a8f18-d029-4e08-a675-d61dbdb515f5,Athan: Prayer Times & Al Quran,5,en,10M-100M,4-5,Gets the job done in a time of such chaos,,,,True,
bcdd55f7-8d15-4062-a1ac-372676b07499,صلاتك Salatuk (Prayer time),5,en,10M-100M,4-5,Absulttly accurate app. happy to use this unique type of app. Thanks.,,,,True,
f491f677-b058-477e-b7fa-4d6fe35c5db6,Athan: Prayer Times & Al Quran,5,en,10M-100M,4-5,"Works perfectly, love the daily duas and the tracker that keeps ypur place when reading the Quran so you can easily recors your khatems.",,,,True,
ea930364-e943-4c9d-9afe-c3ff20f115a0,Athan: Prayer Times & Al Quran,5,en,10M-100M,4-5,Has really help me alot,,,,True,
1bc9f677-0efb-43e7-a1e9-13086a2dbd2a,Athan: Prayer Times & Al Quran,5,en,10M-100M,4-5,great way to know and helps you keep track of things,,,,True,
07054760-4603-4d09-b7f1-7d881b05b112,Athan: Prayer Times & Al Quran,5,en,10M-100M,4-5,I love it is thé best it tell me the time i have to pray i love u allah,,,,True,
80a2659d-8097-4700-a2dd-bc61e6d9e597,Athan: Prayer Times & Al Quran,5,en,10M-100M,4-5,The best Athan experience you can ONLINE,,,,True,
a3511185-b8c4-479e-8107-10336c9d9bb8,Athan: Prayer Times & Al Quran,5,en,10M-100M,4-5,Awesome App...but the appearance of ad very frequently while reciting Quran or reading any dua distorts the concentration,,,,True,
77b14898-8c6d-4013-970c-d189f5fa4587,صلاتك Salatuk (Prayer time),5,en,10M-100M,4-5,this is a very religious and good app,,,,True,
d6307c2e-7072-43b8-9425-91a16222f44d,Athan: Prayer Times & Al Quran,5,en,10M-100M,4-5,this is really very very good application.,,,,True,
9f1893d1-63c4-4a48-a59e-5d76d3a2e1d1,صلاتك Salatuk (Prayer time),5,en,10M-100M,4-5,Useful app Allah bless you all,,,,True,
56713ca0-8a47-40a1-a442-16b3b237cd97,صلاتك Salatuk (Prayer time),4,en,10M-100M,4-5,it is very good and important applications..,,,,True,
a61345ce-b5a6-4d49-9078-a95346bbe199,Athan: Prayer Times & Al Quran,5,en,10M-100M,4-5,Great app i like it,,,,True,
f055b33d-1a23-4f14-94d9-93c4a42ae866,Deen - Islamic App,3,bn,<1M,3,"কালেমা তাওহীদ, তামজিদ দুটোই ভুল।",,,,False,Both Kalema Tawhid and Tamjid are wrong.
d413405d-c6ce-4f5f-b87c-949ca2a6158f,Muslim Muna Adhan Prayer Quran,3,ar,<1M,3,يحتاج الى تحسينات ويرجى إضافة اذكار الصباح والمساء ويدجت الصلاوات,,,,False,It needs improvements. Please add morning and evening remembrances and prayer widgets
18fdfb8b-363a-4d73-9e71-6e3de30c1d1c,Deen - Islamic App,3,uk,<1M,3,plz add bangla widget. add colorful wi/get,,,,False,plz add bangla widget. add colorful wi/get
5e26c3e4-83f6-4434-bbb5-86835a56b6a5,iQIBLA Life,3,id,<1M,3,"Terima kasih kepada semua yang terlibat, sangat berguna untuk saya.",,,,False,"Thanks to all involved, very helpful for me."
e4c16a6f-4460-4705-b01d-9f31eee78132,Deen - Islamic App,3,bn,<1M,3,সুবহে সাদিকের শেষ সময় দেয়া নেই। সুবহে সাদিক আজানের ৮ থেকে ১০ মিনিট আগে হয়। তখন খাবার খেলে রোজা হয় না। এছাড়া বাকি সব ঠিক আছে। আশা করি রমজানের আগে আপডেটটা আনবেন,,,,False,Subah Sadiq's end time is not given. Subhe Sadiq is 8 to 10 minutes before Azan. Then eating food does not break the fast. Everything else is fine. Hope to bring the update before Ramadan
5a12d089-d196-4bd7-9166-b96186de32b5,Deen - Islamic App,3,bn,<1M,3,মাজহাব অনুযায়ী সময় নির্ধারণ কতটুকু সঠিক??,,,,False,"According to Madhhab, how accurate is the timing?"
79696e92-1119-4a3d-a363-49a620079f2d,Deen - Islamic App,3,bn,<1M,3,"ঢাকায় সেহরি ও ইফতারের সময় মিলছে না,,,,",,,,False,"Sehri and Iftar timings do not match in Dhaka,,,,"
949a24a2-4d88-41c2-b714-b5e19770615d,Deen - Islamic App,3,bn,<1M,3,নামাজের সময়সূচী সহ বাংলা widget চাই,,,,False,Want Bengali widget with prayer schedule
b7a5233f-b59a-4613-bb97-aa17b00caf5e,iQIBLA Life,3,ar,<1M,3,لو حد عنده مشكلة في التوصيل يكتب أرقام في خانة ال username,,,,False,"If someone has a connection problem, write numbers in the username field"
7c2c7474-e514-4317-9026-db5b1d800bdd,Deen - Islamic App,3,bn,<1M,3,"আপনাদের এটা জানা থাকা উচিত যে ইসলামিক ক্যালেন্ডার সন্ধ্যার পর পরিবর্তন হয়। আপনাদের অ্যাপে ইসলামিক ক্যালেন্ডার পরিবর্তন হচ্ছে রাত ১২টার পর!!!! দয়া করে এটা ঠিক করে দিন এই যেমন আজ ১১তম তারাবিহ পড়ার পরও অ্যাপে(11th march 11:44pm) তারিখ দেখাচ্ছে ১০ রমজান, কারণ এটা রাত ১২টার পর পরিবর্তন হবে,,",,,,False,"You should know that the Islamic calendar changes after dusk. Islamic calendar is changing in your app after 12 midnight!!!! Please fix it like today even after reading 11th taraweeh in app (11th march 11:44pm) the date is showing 10th Ramadan, because it will change after 12pm."
